listingAddress/full,listingAddress/street,listingStatus,homeStatus,bedrooms,livingArea,price,listingPrice/amount,daysOnZillow,propertyUrl,hdpUrl,lastSoldPrice
"3001 Wild Berry Dr, Benton, AR 72015",3001 Wild Berry Dr,forRent,,3,1486,,1725,15,https://www.zillow.com/homedetails/3001-Wild-Berry-Dr-Benton-AR-72015/71716346_zpid/,,184900
"821 Church, Benton, AR 72015",821 Church,forRent,,4,1540,,1675,1,https://www.zillow.com/homedetails/821-Church-Benton-AR-72015/387634_zpid/,,155000
"13757 Cedar Glen Cv, Alexander, AR 72002",13757 Cedar Glen Cv,forRent,,3,1408,,1575,10,https://www.zillow.com/homedetails/13757-Cedar-Glen-Cv-Alexander-AR-72002/92432562_zpid/,,124900
"14095 Magnolia Glen Dr, Alexander, AR 72002",14095 Magnolia Glen Dr,forRent,,3,1228,,1530,4,https://www.zillow.com/homedetails/14095-Magnolia-Glen-Dr-Alexander-AR-72002/88906053_zpid/,,119500
"4326 Glenda Ln, Benton, AR 72019",4326 Glenda Ln,forRent,,3,1398,,1545,32,https://www.zillow.com/homedetails/4326-Glenda-Ln-Benton-AR-72019/68021994_zpid/,,157000
"1067 Huntington Dr, Benton, AR 72019",1067 Huntington Dr,forRent,,4,1459,,1545,23,https://www.zillow.com/homedetails/1067-Huntington-Dr-Benton-AR-72019/2061767452_zpid/,,
"17 Greenbrier Dr, Benton, AR 72015",17 Greenbrier Dr,forRent,,3,1460,,1595,33,https://www.zillow.com/homedetails/17-Greenbrier-Dr-Benton-AR-72015/386172_zpid/,,143000
"5399 Heritage Valley Dr, Benton, AR 72019",5399 Heritage Valley Dr,forRent,,4,1790,,1900,40,https://www.zillow.com/homedetails/5399-Heritage-Valley-Dr-Benton-AR-72019/2062299989_zpid/,,245000
"22930 Sam Tillery Dr, Alexander, AR 72002",22930 Sam Tillery Dr,forRent,,4,1640,,2000,12,https://www.zillow.com/homedetails/22930-Sam-Tillery-Dr-Alexander-AR-72002/464786376_zpid/,,
"414 Newcomb Cv, Benton, AR 72015",414 Newcomb Cv,forRent,,3,1384,,1600,50,https://www.zillow.com/homedetails/414-Newcomb-Cv-Benton-AR-72015/384931_zpid/,,65531
"3264 Sidell Estates Dr, Benton, AR 72015",3264 Sidell Estates Dr,forRent,,4,1652,,1795,22,https://www.zillow.com/homedetails/3264-Sidell-Estates-Dr-Benton-AR-72015/2063496322_zpid/,,
"1294 Ridge Rd, Benton, AR 72015",1294 Ridge Rd,forRent,,3,1108,,1145,0,https://www.zillow.com/homedetails/1294-Ridge-Rd-Benton-AR-72015/114182952_zpid/,,2000
"313 S Neeley St, Benton, AR 72015",313 S Neeley St,forRent,,3,1800,,1625,19,https://www.zillow.com/homedetails/313-S-Neeley-St-Benton-AR-72015/2067919637_zpid/,,205000
"905 Pheasant Cv, Benton, AR 72019",905 Pheasant Cv,forRent,,3,1415,,1595,2,https://www.zillow.com/homedetails/905-Pheasant-Cv-Benton-AR-72019/385747_zpid/,,158000
"4056 Kings River Trl, Bauxite, AR 72011",4056 Kings River Trl,forRent,,3,1480,,1395,39,https://www.zillow.com/homedetails/4056-Kings-River-Trl-Bauxite-AR-72011/2062403626_zpid/,,200660
"10505 Cypress Knee Dr, North Little Rock, AR 72113",10505 Cypress Knee Dr,forRent,,3,1678,,1850,11,https://www.zillow.com/homedetails/10505-Cypress-Knee-Dr-North-Little-Rock-AR-72113/2061799089_zpid/,,233425
"2400 SW Ednruance Way #2, Maumelle, AR 72113",2400 SW Ednruance Way #2,forRent,,3,1200,,2125,75,https://www.zillow.com/homedetails/2400-SW-Ednruance-Way-2-Maumelle-AR-72113/463401793_zpid/,,
"170 Bighorn Trl, Maumelle, AR 72113",170 Bighorn Trl,forRent,,3,1382,,1850,14,https://www.zillow.com/homedetails/170-Bighorn-Trl-Maumelle-AR-72113/461017693_zpid/,,
"8616 Eastwood Creek Dr, North Little Rock, AR 72113",8616 Eastwood Creek Dr,forRent,,3,1722,,1950,16,https://www.zillow.com/homedetails/8616-Eastwood-Creek-Dr-North-Little-Rock-AR-72113/2059022685_zpid/,,246600
"3802 Pinecrest Ln, Maumelle, AR 72113",3802 Pinecrest Ln,forRent,,4,2435,,2700,2,https://www.zillow.com/homedetails/3802-Pinecrest-Ln-Maumelle-AR-72113/465038347_zpid/,,
"5041 Red Fox Trl, Bauxite, AR 72011",5041 Red Fox Trl,forRent,,3,1200,,1550,81,https://www.zillow.com/homedetails/5041-Red-Fox-Trl-Bauxite-AR-72011/2071703035_zpid/,,191000
"196 Preston Ln, Hensley, AR 72065",196 Preston Ln,forRent,,4,1525,,1775,14,https://www.zillow.com/homedetails/196-Preston-Ln-Hensley-AR-72065/462387776_zpid/,,
"164 Preston Ln, Hensley, AR 72065",164 Preston Ln,forRent,,4,1655,,1825,14,https://www.zillow.com/homedetails/164-Preston-Ln-Hensley-AR-72065/463494189_zpid/,,
"148 Preston Ln, Hensley, AR 72065",148 Preston Ln,forRent,,4,1525,,1775,14,https://www.zillow.com/homedetails/148-Preston-Ln-Hensley-AR-72065/463777017_zpid/,,
"116 Preston Ln, Hensley, AR 72065",116 Preston Ln,forRent,,4,1655,,1825,14,https://www.zillow.com/homedetails/116-Preston-Ln-Hensley-AR-72065/463777019_zpid/,,
"6006 Hoover St, Maumelle, AR 72113",6006 Hoover St,forRent,,2,1450,,1595,8,https://www.zillow.com/homedetails/6006-Hoover-St-Maumelle-AR-72113/2062966797_zpid/,,
"133 Preston Ln, Hensley, AR 72065",133 Preston Ln,forRent,,5,1867,,1895,14,https://www.zillow.com/homedetails/133-Preston-Ln-Hensley-AR-72065/458636124_zpid/,,
"180 Preston Ln, Hensley, AR 72065",180 Preston Ln,forRent,,3,1364,,1700,14,https://www.zillow.com/homedetails/180-Preston-Ln-Hensley-AR-72065/462386542_zpid/,,
"124 Preston Ln, Hensley, AR 72065",124 Preston Ln,forRent,,4,1525,,1775,14,https://www.zillow.com/homedetails/124-Preston-Ln-Hensley-AR-72065/463777018_zpid/,,
"144 Jonathan Dr, Maumelle, AR 72113",144 Jonathan Dr,forRent,,3,1402,,1800,34,https://www.zillow.com/homedetails/144-Jonathan-Dr-Maumelle-AR-72113/462538135_zpid/,,225150
"3008 Emerald Park Trl, Bauxite, AR 72011",3008 Emerald Park Trl,forRent,,3,1528,,1500,5,https://www.zillow.com/homedetails/3008-Emerald-Park-Trl-Bauxite-AR-72011/2070250448_zpid/,,181875
"4340 Sloan Dr, Alexander, AR 72002",4340 Sloan Dr,forRent,,4,1850,,2140,42,https://www.zillow.com/homedetails/4340-Sloan-Dr-Alexander-AR-72002/442183331_zpid/,,267480
"2277 Sam Tillery Dr, Alexander, AR 72002",2277 Sam Tillery Dr,forRent,,4,1439,,1795,9,https://www.zillow.com/homedetails/2277-Sam-Tillery-Dr-Alexander-AR-72002/462316857_zpid/,,222900
"4050 Freesia St, Sherrills Ford, NC 28673",4050 Freesia St,forRent,,,,,,,https://www.zillow.com/apartments/sherrills-ford-nc/amavi-sherrills-ford/CkB99w/,,
"238 9th Avenue Pl SW, Hickory, NC 28602",238 9th Avenue Pl SW,forRent,,,,,,,https://www.zillow.com/apartments/hickory-nc/238-9th-ave-pl/9Pp2MW/,,
"824-954 4th Street Pl SE, Hickory, NC 28602",824-954 4th Street Pl SE,forRent,,,,,,,https://www.zillow.com/apartments/hickory-nc/pet-friendly-duplex-in-hickory!/CtT9Ht/,,
"122-142 4th St SE, Hickory, NC 28602",122-142 4th St SE,forRent,,,,,,,https://www.zillow.com/apartments/hickory-nc/modern-townhome-for-rent-modern-living-at-its-best!/CtjmjW/,,
"112 29th Avenue Dr NW, Hickory, NC 28601",112 29th Avenue Dr NW,forRent,,,,,,,https://www.zillow.com/apartments/hickory-nc/29-north/CgHfQQ/,,
"302-340 18th Ave NE, Hickory, NC 28601",302-340 18th Ave NE,other,,,,,,,https://www.zillow.com/apartments/hickory-nc/brand-new-pet-friendly-townhome-in-hickory-nc/CssHqg/,,
"2101 21st St SE, Hickory, NC 28602",2101 21st St SE,forRent,,,,,,,https://www.zillow.com/apartments/hickory-nc/the-legends/5XhwGK/,,
"2001 Startown Rd, Hickory, NC 28602",2001 Startown Rd,forRent,,,,,,,https://www.zillow.com/apartments/hickory-nc/preston-ridge/CjyrkM/,,
"2540 5th St NE, Hickory, NC 28601",2540 5th St NE,forRent,,,,,,,https://www.zillow.com/apartments/hickory-nc/cedar-village-townhomes/9PntvK/,,
"4127 Village Blvd, Conover, NC 28613",4127 Village Blvd,forRent,,3,1854,,2300,2,https://www.zillow.com/homedetails/4127-Village-Blvd-Conover-NC-28613/446200738_zpid/,,299000
"3755 Charles St NW, Conover, NC 28613",3755 Charles St NW,forRent,,4,2565,,2400,64,https://www.zillow.com/homedetails/3755-Charles-St-NW-Conover-NC-28613/345078496_zpid/,,359000
"225 Ebenezer Rd, Kings Mountain, NC 28086",225 Ebenezer Rd,other,,,,,,,https://www.zillow.com/apartments/kings-mountain-nc/225-ebenezer-rd-/CqBmQB/,,
"107 Kings Oak Cir, Kings Mountain, NC 28086",107 Kings Oak Cir,forRent,,,,,,,https://www.zillow.com/apartments/kings-mountain-nc/cambridge-oaks-ii-apts/ChKpLx/,,
"111 Wells St, Kings Mountain, NC 28086",111 Wells St,other,,,,,,,https://www.zillow.com/apartments/kings-mountain-nc/111-wells-st/9BMCmy/,,
"311 E King St, Kings Mountain, NC 28086",311 E King St,forRent,,,,,,,https://www.zillow.com/apartments/kings-mountain-nc/sh368-the-towns-at-kings-mountain/9Pm8gB/,,
"48 Julian St, Kings Mountain, NC 28086",48 Julian St,forRent,,,,,,,https://www.zillow.com/apartments/kings-mountain-nc/48-julian-street/5Yrsd5/,,
"140 W Mountain St, Kings Mountain, NC 28086",140 W Mountain St,forRent,,,,,,,https://www.zillow.com/apartments/kings-mountain-nc/140-w-mountain-st/CFTcnh/,,
"1802 Cashew Cir, Foley, AL 36535",1802 Cashew Cir,forRent,,,,,,,https://www.zillow.com/apartments/foley-al/outpost-orchard-residential/CgKL5n/,,
"904 Shagbark Rd, Foley, AL 36535",904 Shagbark Rd,forRent,,,,,,,https://www.zillow.com/apartments/foley-al/the-village-at-hickory-street/CgLXC4/,,
"830 State Highway 98, Daphne, AL 36526",830 State Highway 98,forRent,,,,,,,https://www.zillow.com/apartments/daphne-al/colonnade-at-eastern-shore/CkWVjp/,,
"32667 Revere Dr, Daphne, AL 36527",32667 Revere Dr,forRent,,4,,,1900,27,https://www.zillow.com/homedetails/32667-Revere-Dr-Daphne-AL-36527/450801650_zpid/,,
"13898 Antler Hill Rd, Spanish Fort, AL 36527",13898 Antler Hill Rd,forRent,,4,1948,,2400,15,https://www.zillow.com/homedetails/13898-Antler-Hill-Rd-Spanish-Fort-AL-36527/405553127_zpid/,,360400
"12819 Philadelphia Blvd, Daphne, AL 36527",12819 Philadelphia Blvd,forRent,,3,1437,,1700,19,https://www.zillow.com/homedetails/12819-Philadelphia-Blvd-Daphne-AL-36527/448730797_zpid/,,251025
"12807 Philadelphia Blvd, Daphne, AL 36527",12807 Philadelphia Blvd,forRent,,3,1437,,1800,73,https://www.zillow.com/homedetails/12807-Philadelphia-Blvd-Daphne-AL-36527/343594922_zpid/,,239800
"31436 Memphis Loop, Spanish Fort, AL 36527",31436 Memphis Loop,forRent,,4,1948,,2295,32,https://www.zillow.com/homedetails/31436-Memphis-Loop-Spanish-Fort-AL-36527/2067469020_zpid/,,359800
"13437 Antler Hill Rd, Spanish Fort, AL 36527",13437 Antler Hill Rd,forRent,,4,1931,,2350,9,https://www.zillow.com/homedetails/13437-Antler-Hill-Rd-Spanish-Fort-AL-36527/2058500497_zpid/,,319950
"4246 Lost Bay Dr #Id1541221p, Orange Beach, AL 36561",4246 Lost Bay Dr #Id1541221p,forRent,,3,1797,,2625,36,https://www.zillow.com/homedetails/4246-Lost-Bay-Dr-ID1541221P-Orange-Beach-AL-36561/462641758_zpid/,,
"4306 Lost Bay Dr #1, Orange Beach, AL 36561",4306 Lost Bay Dr #1,forRent,,3,,,2300,6,https://www.zillow.com/homedetails/4306-Lost-Bay-Dr-1-Orange-Beach-AL-36561/459688316_zpid/,,
"4246 Lost Bay Dr #Id1541223p, Orange Beach, AL 36561",4246 Lost Bay Dr #Id1541223p,forRent,,3,1797,,2538,47,https://www.zillow.com/homedetails/4246-Lost-Bay-Dr-ID1541223P-Orange-Beach-AL-36561/462641751_zpid/,,
"4302 Lost Bay Dr #1, Orange Beach, AL 36561",4302 Lost Bay Dr #1,forRent,,3,,,2300,6,https://www.zillow.com/homedetails/4302-Lost-Bay-Dr-1-Orange-Beach-AL-36561/464932718_zpid/,,
"4148 Lost Bay Dr #1, Orange Beach, AL 36561",4148 Lost Bay Dr #1,forRent,,3,1437,,2250,58,https://www.zillow.com/homedetails/4148-Lost-Bay-Dr-1-Orange-Beach-AL-36561/463764832_zpid/,,
"4246 Lost Bay Dr #Id1541220p, Orange Beach, AL 36561",4246 Lost Bay Dr #Id1541220p,forRent,,6,3595,,5429,36,https://www.zillow.com/homedetails/4246-Lost-Bay-Dr-ID1541220P-Orange-Beach-AL-36561/462641711_zpid/,,
"4688 Casablanca Dr, Orange Beach, AL 36561",4688 Casablanca Dr,forRent,,3,2008,,3500,59,https://www.zillow.com/homedetails/4688-Casablanca-Dr-Orange-Beach-AL-36561/2067521250_zpid/,,490000
"4294 Lost Bay Dr, Orange Beach, AL 36561",4294 Lost Bay Dr,forRent,,3,1437,,2900,4,https://www.zillow.com/homedetails/4294-Lost-Bay-Dr-Orange-Beach-AL-36561/457020516_zpid/,,370000
"4021 Blue Water Dr #4021, Orange Beach, AL 36561",4021 Blue Water Dr #4021,forRent,,3,1437,,2250,6,https://www.zillow.com/homedetails/4021-Blue-Water-Dr-4021-Orange-Beach-AL-36561/458825663_zpid/,,
"13824 Shea Cir, Foley, AL 36535",13824 Shea Cir,forRent,,3,1281,,1950,28,https://www.zillow.com/homedetails/13824-Shea-Cir-Foley-AL-36535/456892388_zpid/,,
"4306 Lost Bay Dr #1, Orange Beach, AL 36561",4306 Lost Bay Dr #1,forRent,,3,,,2300,6,https://www.zillow.com/homedetails/4306-Lost-Bay-Dr-1-Orange-Beach-AL-36561/459688316_zpid/,,
"16363 Apricot Dr, Loxley, AL 36551",16363 Apricot Dr,forRent,,4,2142,,2090,2,https://www.zillow.com/homedetails/16363-Apricot-Dr-Loxley-AL-36551/465041459_zpid/,,
"4148 Lost Bay Dr #1, Orange Beach, AL 36561",4148 Lost Bay Dr #1,forRent,,3,1437,,2250,58,https://www.zillow.com/homedetails/4148-Lost-Bay-Dr-1-Orange-Beach-AL-36561/463764832_zpid/,,
"4246 Lost Bay Dr #Id1541223p, Orange Beach, AL 36561",4246 Lost Bay Dr #Id1541223p,forRent,,3,1797,,2538,47,https://www.zillow.com/homedetails/4246-Lost-Bay-Dr-ID1541223P-Orange-Beach-AL-36561/462641751_zpid/,,
"24759 Raynagua Blvd, Loxley, AL 36551",24759 Raynagua Blvd,forRent,,4,2142,,2090,2,https://www.zillow.com/homedetails/24759-Raynagua-Blvd-Loxley-AL-36551/463510991_zpid/,,
"4294 Lost Bay Dr, Orange Beach, AL 36561",4294 Lost Bay Dr,forRent,,3,1437,,2900,4,https://www.zillow.com/homedetails/4294-Lost-Bay-Dr-Orange-Beach-AL-36561/457020516_zpid/,,370000
"4246 Lost Bay Dr #Id1541221p, Orange Beach, AL 36561",4246 Lost Bay Dr #Id1541221p,forRent,,3,1797,,2625,36,https://www.zillow.com/homedetails/4246-Lost-Bay-Dr-ID1541221P-Orange-Beach-AL-36561/462641758_zpid/,,
"24775 Raynagua Blvd, Loxley, AL 36551",24775 Raynagua Blvd,forRent,,4,2000,,1995,2,https://www.zillow.com/homedetails/24775-Raynagua-Blvd-Loxley-AL-36551/463944561_zpid/,,
"31543 Lyon Rd, Daphne, AL 36527",31543 Lyon Rd,forRent,,5,,,2600,28,https://www.zillow.com/homedetails/31543-Lyon-Rd-Daphne-AL-36527/456321716_zpid/,,354500
"16404 Apricot Dr, Loxley, AL 36551",16404 Apricot Dr,forRent,,3,1550,,1750,2,https://www.zillow.com/homedetails/16404-Apricot-Dr-Loxley-AL-36551/462793552_zpid/,,
"13330 Shea Cir, Foley, AL 36535",13330 Shea Cir,forRent,,3,1430,,2100,26,https://www.zillow.com/homedetails/13330-Shea-Cir-Foley-AL-36535/462523648_zpid/,,
"4302 Lost Bay Dr #1, Orange Beach, AL 36561",4302 Lost Bay Dr #1,forRent,,3,,,2300,6,https://www.zillow.com/homedetails/4302-Lost-Bay-Dr-1-Orange-Beach-AL-36561/464932718_zpid/,,
"4246 Lost Bay Dr #Id1541220p, Orange Beach, AL 36561",4246 Lost Bay Dr #Id1541220p,forRent,,6,3595,,5429,36,https://www.zillow.com/homedetails/4246-Lost-Bay-Dr-ID1541220P-Orange-Beach-AL-36561/462641711_zpid/,,
"50 Swayze Rhys Ln, Cabot, AR 72023",50 Swayze Rhys Ln,forRent,,4,1652,,1700,23,https://www.zillow.com/homedetails/50-Swayze-Rhys-Ln-Cabot-AR-72023/350308169_zpid/,,217825
"65 Swayze Rhys Ln, Cabot, AR 72023",65 Swayze Rhys Ln,forRent,,3,1633,,1700,24,https://www.zillow.com/homedetails/65-Swayze-Rhys-Ln-Cabot-AR-72023/2052994194_zpid/,,213925
"70 Kinley Brook Ln, Cabot, AR 72023",70 Kinley Brook Ln,forRent,,3,1012,,1595,27,https://www.zillow.com/homedetails/70-Kinley-Brook-Ln-Cabot-AR-72023/2055560788_zpid/,,175775
"55 Maddison Rachael, Cabot, AR 72023",55 Maddison Rachael,forRent,,4,1459,,1475,37,https://www.zillow.com/homedetails/55-Maddison-Rachael-Cabot-AR-72023/461972684_zpid/,,212900
"70 Nona Ruth Ln, Cabot, AR 72023",70 Nona Ruth Ln,forRent,,3,1612,,1575,6,https://www.zillow.com/homedetails/70-Nona-Ruth-Ln-Cabot-AR-72023/461972683_zpid/,,214900
"60 Leruss Blvd, Cabot, AR 72023",60 Leruss Blvd,forRent,,3,1422,,1425,33,https://www.zillow.com/homedetails/60-Leruss-Blvd-Cabot-AR-72023/342062290_zpid/,,203000
"35 Foster Louis Ln, Cabot, AR 72023",35 Foster Louis Ln,forRent,,3,1234,,1455,9,https://www.zillow.com/homedetails/35-Foster-Louis-Ln-Cabot-AR-72023/349183675_zpid/,,
"1155 Mimosa Dr, Conway, AR 72034",1155 Mimosa Dr,forRent,,3,1236,,1400,2,https://www.zillow.com/homedetails/1155-Mimosa-Dr-Conway-AR-72034/35730018_zpid/,,78000
"1810 Rich Smith Ln, Conway, AR 72032",1810 Rich Smith Ln,forRent,,3,2310,,2500,41,https://www.zillow.com/homedetails/1810-Rich-Smith-Ln-Conway-AR-72032/102992676_zpid/,,
"1610 Raden St, Conway, AR 72032",1610 Raden St,forRent,,3,1243,,1650,25,https://www.zillow.com/homedetails/1610-Raden-St-Conway-AR-72032/2066419442_zpid/,,
"4555 Graham Dr, Conway, AR 72034",4555 Graham Dr,forRent,,3,1192,,1400,24,https://www.zillow.com/homedetails/4555-Graham-Dr-Conway-AR-72034/59917944_zpid/,,185000
"2 S Hampton Cv, Conway, AR 72034",2 S Hampton Cv,forRent,,3,1680,,1700,13,https://www.zillow.com/homedetails/2-S-Hampton-Cv-Conway-AR-72034/234006_zpid/,,244000
"2845 York Ln, Conway, AR 72034",2845 York Ln,forRent,,3,1600,,1595,9,https://www.zillow.com/homedetails/2845-York-Ln-Conway-AR-72034/63265218_zpid/,,245000
"15 Leruss Blvd, Cabot, AR 72023",15 Leruss Blvd,forRent,,,,,,,https://www.zillow.com/b/15-leruss-blvd-cabot-ar-CkhJp8/,,
"4660 Graham Dr, Conway, AR 72034",4660 Graham Dr,forRent,,3,1172,,1400,17,https://www.zillow.com/homedetails/4660-Graham-Dr-Conway-AR-72034/59917937_zpid/,,109000
"1306 Bellemeade Dr, Conway, AR 72034",1306 Bellemeade Dr,forRent,,3,2220,,1775,24,https://www.zillow.com/homedetails/1306-Bellemeade-Dr-Conway-AR-72034/234155_zpid/,,89090
"2830 Longbow Ln, Conway, AR 72034",2830 Longbow Ln,forRent,,3,1388,,1450,27,https://www.zillow.com/homedetails/2830-Longbow-Ln-Conway-AR-72034/82265622_zpid/,,192099
"31 Haley Renee Dr, Greenbrier, AR 72058",31 Haley Renee Dr,forRent,,3,1527,,1400,32,https://www.zillow.com/homedetails/31-Haley-Renee-Dr-Greenbrier-AR-72058/464349852_zpid/,,
"1267 Hamilton St, Conway, AR 72032",1267 Hamilton St,forRent,,3,1056,,1233,18,https://www.zillow.com/homedetails/1267-Hamilton-St-Conway-AR-72032/234905_zpid/,,52000
"22 Marshall Rd N, Vilonia, AR 72173",22 Marshall Rd N,forRent,,3,1500,,1400,1,https://www.zillow.com/homedetails/22-Marshall-Rd-N-Vilonia-AR-72173/52392644_zpid/,,
"1906 Dave Ward Dr, Conway, AR 72034",1906 Dave Ward Dr,forRent,,3,1335,,1000,26,https://www.zillow.com/homedetails/1906-Dave-Ward-Dr-Conway-AR-72034/2061771487_zpid/,,
"1405 Appalachain Dr, Conway, AR 72034",1405 Appalachain Dr,forRent,,3,1145,,1450,81,https://www.zillow.com/homedetails/1405-Appalachain-Dr-Conway-AR-72034/35730407_zpid/,,180500
"24 Arkavalley Rd, Greenbrier, AR 72058",24 Arkavalley Rd,forRent,,3,1258,,1300,0,https://www.zillow.com/homedetails/24-Arkavalley-Rd-Greenbrier-AR-72058/71711706_zpid/,,114000
"2135 Raintree Dr, Conway, AR 72032",2135 Raintree Dr,forRent,,3,1042,,1350,39,https://www.zillow.com/homedetails/2135-Raintree-Dr-Conway-AR-72032/240139_zpid/,,106000
"10 Harvest Ln, Conway, AR 72032",10 Harvest Ln,forRent,,3,1288,,1495,19,https://www.zillow.com/homedetails/10-Harvest-Ln-Conway-AR-72032/338960356_zpid/,,
"2250 Wilmington Dr, Conway, AR 72034",2250 Wilmington Dr,forRent,,3,1449,,1600,52,https://www.zillow.com/homedetails/2250-Wilmington-Dr-Conway-AR-72034/59917837_zpid/,,141000
"20 Summer Breeze Rd, Conway, AR 72032",20 Summer Breeze Rd,forRent,,3,1592,,1600,1,https://www.zillow.com/homedetails/20-Summer-Breeze-Rd-Conway-AR-72032/2076495598_zpid/,,207000
"1345 Stone Crest Dr, Conway, AR 72034",1345 Stone Crest Dr,forRent,,3,2103,,1850,2,https://www.zillow.com/homedetails/1345-Stone-Crest-Dr-Conway-AR-72034/52392110_zpid/,,172000
"2004 Hairston Ave, Conway, AR 72034",2004 Hairston Ave,forRent,,3,1703,,2800,4,https://www.zillow.com/homedetails/2004-Hairston-Ave-Conway-AR-72034/444384959_zpid/,,
"1425 Ola St, Conway, AR 72032",1425 Ola St,forRent,,3,1268,,3100,4,https://www.zillow.com/homedetails/1425-Ola-St-Conway-AR-72032/63265054_zpid/,,115000
"175 Southerland Rd, Conway, AR 72032",175 Southerland Rd,forRent,,3,1532,,1650,4,https://www.zillow.com/homedetails/175-Southerland-Rd-Conway-AR-72032/35730518_zpid/,,165000
"1930 College Ave, Conway, AR 72034",1930 College Ave,forRent,,3,1926,,3100,4,https://www.zillow.com/homedetails/1930-College-Ave-Conway-AR-72034/237634_zpid/,,160268
"27 Trinity Dr, Cabot, AR 72023",27 Trinity Dr,forRent,,3,1442,,1525,16,https://www.zillow.com/homedetails/27-Trinity-Dr-Cabot-AR-72023/113948501_zpid/,,
"32 Fortson Dr, Cabot, AR 72023",32 Fortson Dr,forRent,,3,1064,,875,15,https://www.zillow.com/homedetails/32-Fortson-Dr-Cabot-AR-72023/63161011_zpid/,,750000
"87 Sycamore Cir, Cabot, AR 72023",87 Sycamore Cir,forRent,,3,1252,,1395,23,https://www.zillow.com/homedetails/87-Sycamore-Cir-Cabot-AR-72023/256430_zpid/,,151500
"73 Timberwood Dr, Cabot, AR 72023",73 Timberwood Dr,forRent,,3,1230,,1450,19,https://www.zillow.com/homedetails/73-Timberwood-Dr-Cabot-AR-72023/52495438_zpid/,,161000
"85 Kyndall Lauren Ln, Cabot, AR 72023",85 Kyndall Lauren Ln,forRent,,3,1244,,1450,21,https://www.zillow.com/homedetails/85-Kyndall-Lauren-Ln-Cabot-AR-72023/442588183_zpid/,,179900
"34 Shamsie Dr, Ward, AR 72176",34 Shamsie Dr,forRent,,3,1264,,1350,73,https://www.zillow.com/homedetails/34-Shamsie-Dr-Ward-AR-72176/99420023_zpid/,,150000
"44 Kirkland Dr, Cabot, AR 72023",44 Kirkland Dr,forRent,,3,2077,,1900,156,https://www.zillow.com/homedetails/44-Kirkland-Dr-Cabot-AR-72023/52495420_zpid/,,
"125 Old Red Rd, Ward, AR 72176",125 Old Red Rd,forRent,,3,1280,,1000,3,https://www.zillow.com/homedetails/125-Old-Red-Rd-Ward-AR-72176/99434787_zpid/,,
"26 Stonewood Dr, Cabot, AR 72023",26 Stonewood Dr,forRent,,3,1698,,1900,13,https://www.zillow.com/homedetails/26-Stonewood-Dr-Cabot-AR-72023/55151081_zpid/,,157000
"1045 E Main St, Austin, AR 72007",1045 E Main St,forRent,,3,1266,,1375,1,https://www.zillow.com/homedetails/1045-E-Main-St-Austin-AR-72007/99406768_zpid/,,70000
"34 Woodhaven Dr, Cabot, AR 72023",34 Woodhaven Dr,forRent,,3,1305,,1650,31,https://www.zillow.com/homedetails/34-Woodhaven-Dr-Cabot-AR-72023/338206710_zpid/,,165000
"142 Weathering Dr, Austin, AR 72007",142 Weathering Dr,forRent,,3,1212,,1295,71,https://www.zillow.com/homedetails/142-Weathering-Dr-Austin-AR-72007/99433960_zpid/,,140000
"22 Kirkland St, Ward, AR 72176",22 Kirkland St,forRent,,3,1185,,1350,5,https://www.zillow.com/homedetails/22-Kirkland-St-Ward-AR-72176/261280_zpid/,,84000
"15 Jennifer Cv, Ward, AR 72176",15 Jennifer Cv,forRent,,3,1328,,1650,31,https://www.zillow.com/homedetails/15-Jennifer-Cv-Ward-AR-72176/2063023920_zpid/,,210000
"449 Brinkley Dr, Kings Mountain, NC 28086",449 Brinkley Dr,forRent,,4,2175,,2195,4,https://www.zillow.com/homedetails/449-Brinkley-Dr-Kings-Mountain-NC-28086/462249560_zpid/,,295000
"11 W Plaza Blvd, Cabot, AR 72023",11 W Plaza Blvd,forRent,,3,1487,,1525,13,https://www.zillow.com/homedetails/11-W-Plaza-Blvd-Cabot-AR-72023/256262_zpid/,,229049
"28 Burns Dr, Cabot, AR 72023",28 Burns Dr,forRent,,3,1288,,1350,47,https://www.zillow.com/homedetails/28-Burns-Dr-Cabot-AR-72023/255699_zpid/,,146000
"450 Brinkley Dr, Kings Mountain, NC 28086",450 Brinkley Dr,forRent,,5,2511,,2445,4,https://www.zillow.com/homedetails/450-Brinkley-Dr-Kings-Mountain-NC-28086/463353765_zpid/,,325000
"424 Ables Loop, Ward, AR 72176",424 Ables Loop,forRent,,3,1280,,1400,25,https://www.zillow.com/homedetails/424-Ables-Loop-Ward-AR-72176/67447121_zpid/,,
"2098 10th St SE, Hickory, NC 28601",2098 10th St SE,forRent,,4,2174,,2395,4,https://www.zillow.com/homedetails/2098-10th-St-SE-Hickory-NC-28601/461180979_zpid/,,309000
"538 Belcaro Dr, Kings Mountain, NC 28086",538 Belcaro Dr,forRent,,3,1800,,2005,37,https://www.zillow.com/homedetails/538-Belcaro-Dr-Kings-Mountain-NC-28086/339891879_zpid/,,
"1415 Mammoth Rd, Hickory, NC 28602",1415 Mammoth Rd,forRent,,4,1927,,2145,4,https://www.zillow.com/homedetails/1415-Mammoth-Rd-Hickory-NC-28602/461722523_zpid/,,272500
