"MLS #","Subdivision","Price","Approx SQFT","Full Baths","Beds","Closed Date","Days On Market","Address","City","Status","List Agent - Agent Name and Phone","List Office - Office Name"
"25038512","Hillard","$1,600","1375","2","3","12/10/2025","75","921 Banner Street","Benton","Leased","Michael P Griffin - Agent: 501-454-4552","Mid South Realty"
"25007447","nil","$1,600","1500","2","3",,"266","3700 W 13th Street","Little Rock","Withdrawn","Takeia S Johnson - Agent: 501-541-0055","Mid South Realty"
"26007115","Brendar Village","$1,600","1280","2","3",,"17","4804 Antosh #4 Circle","Jonesboro","Withdrawn","Danna Johnson - Cell: 870-919-2226","Johnson Real Estate Group"
"22008194","nil","$1,600","1475","2","3","3/31/2022","12","417 Genesis","Benton","Rented","Wayne Post - Agent: 501-454-8263","Century 21 Parker & Scroggins Realty - Benton"
"25009417","Auburn Hills","$1,600","1470","2","4","3/30/2026","19","2017 Milburn Drive","Benton","Rented","Brittney Calhoun - Agent: 501-651-0700","Prime Realty and Property Management"
"26018165","STAGECOACH MEADOWS","$1,600","1459","2","4","5/13/2026","7","15 Maddison Rachael","Cabot","Leased","James H Knaack - Agent: 501-773-1487","PorchLight Realty"
"26007956","STAGECOACH MEADOWS","$1,600","1481","2","4","4/24/2026","53","90 Kinley Brook Lane","Cabot","Leased","James H Knaack - Agent: 501-773-1487","PorchLight Realty"
"25023792","OAKLAND GROVE ESTATES","$1,600","1403","2","3","9/30/2026","78","53 Dunnaway Dr","Austin","Leased","Heather Marshall - Agent: 501-350-0540","Blair & Co. Realtors"
"22037572","Baring Cross","$1,600","1350","2","3","3/13/2023","122","1311 Franklin Street","North Little Rock","Leased","Jamie M Hoffman - Agent: 501-232-8964","River Rock Realty Company"
"26022202","Brendar Village","$1,600","1280","2","3","6/18/2026","17","4804 Antosh #4 Circle","Jonesboro","Leased","Danna Johnson - Cell: 870-919-2226","Johnson Real Estate Group"
"26012223","CYPRESS BEND AT WHITE OAK CROSSING","$1,600","1373","2","3","4/17/2026","17","110 Sofia Drive","Maumelle","Rented","Skyla Conger - Agent: 501-317-1130","Prime Realty and Property Management"
"26017842","STAGECOACH MEADOWS","$1,600","1481","2","4",,"37","90 Kinley Brook Lane","Cabot","Withdrawn","James H Knaack - Agent: 501-773-1487","PorchLight Realty"
"24038578","Burnelle Manor","$1,600","1174","2","3","12/19/2024","59","7916 Burnelle","Little Rock","Rented","Michael Holmes - Agent: 501-454-7285","IRealty Arkansas - Sherwood"
"24003855","BROOKSHIRE PLACE","$1,600","1532","2","3","3/27/2024","61","5736 Brookshire Drive","Jonesboro","Rented","Danna Johnson - Cell: 870-919-2226","Johnson Real Estate Group"
"25040659","Metes & Bounds","$1,600","1613","2","4","11/18/2025","40","25 Doe Run","Ward","Rented","Ethan Gray - Agent: 501-982-3185","Bart Gray Realty Property Management"
"24003895","BROOKSHIRE PLACE","$1,600","1532","2","3","3/22/2024","56","320 Colchester Drive","Jonesboro","Rented","Danna Johnson - Cell: 870-919-2226","Johnson Real Estate Group"
"22033283","BELL VALLEY","$1,600","1657","2","4","10/24/2022","8","1360 Fresca Lane","Conway","Leased","George Heintzen III - Agent: 501-328-2073","Welcome Home Properties"
"22035636","BELL VALLEY","$1,600","1631","2","4","12/19/2022","27","1315 Fresca Lane","Conway","Leased","George Heintzen III - Agent: 501-328-2073","Welcome Home Properties"
"26023968","Benton","$1,600","1375","2","3",,"47","921 Banner Street","Benton","Active","Takeia S Johnson - Agent: 501-541-0055","Mid South Realty"
"24044935","BROOKSHIRE PLACE","$1,600","1552","2","3","2/13/2025","59","5737 Morgan Drive","Jonesboro","Leased","Danna Johnson - Cell: 870-919-2226","Johnson Real Estate Group"
"24003885","BROOKSHIRE PLACE","$1,600","1552","2","3","3/6/2024","40","5737 Morgan Drive","Jonesboro","Leased","Danna Johnson - Cell: 870-919-2226","Johnson Real Estate Group"
"24003897","BROOKSHIRE PLACE","$1,600","1532","2","3","3/22/2024","56","404 Colchester Drive","Jonesboro","Rented","Danna Johnson - Cell: 870-919-2226","Johnson Real Estate Group"
"26001867","Homestead","$1,600","1470","2","4","3/6/2026","25","33 Curly Leaf Lane","Conway","Leased","George Heintzen III - Agent: 501-328-2073","Welcome Home Properties"
"26028635","OAKLAND GROVE ESTATES","$1,600","1403","2","3",,"0","53 Dunnaway Dr","Austin","Active","Heather Marshall - Agent: 501-350-0540","Blair & Co. Realtors"
"25027197","Burnelle Manor","$1,625","1174","2","3","8/16/2025","37","7916 Burnelle","Little Rock","Rented","Michael Holmes - Agent: 501-454-7285","IRealty Arkansas - Sherwood"
"24041704","HILLDALE CROSSING","$1,650","1250","2","3",,"16","2408 Bentwood Drive","Alexander","Withdrawn","Rocky Herman - Cell: 501-240-9172","Access Realty, Inc."
"25035347","White Oak Village","$1,650","1243","2","3","10/30/2026","59","10313 Brandi Kay","Maumelle","Rented","Shelby Ward","Arkansas Property Management & Real Estate"
"23040674","WHITE OAK CROSSING","$1,650","2500","2","3","2/9/2024","48","8601 W Westwood Creek Drive","Maumelle","Rented","Joshua Lafever - Agent: 501-230-6424","McKimmey Associates REALTORS NLR"
"25006334","The Meadows","$1,650","1496","2","4","2/17/2026","7","5189 Red Fox Trail","Bauxite","Leased","Brittney Calhoun - Agent: 501-651-0700","Prime Realty and Property Management"
"24021918","Ridgefield","$1,650","1439","2","4",,"133","1803 Rockwood Drive","Searcy","Withdrawn","Jami Honey - Agent: 501-230-6716","RE/MAX Advantage"
"24036247","BELL VALLEY","$1,650","1633","2","3","3/24/2025","145","1245 Cowbell Street","Conway","Leased","George Heintzen III - Agent: 501-328-2073","Welcome Home Properties"
"26029295","THE GROVE AT CENTENNIAL VALLEY","$1,650","1499","2","4",,"12","1072 Huntington Drive","Benton","Active","Skyla Conger - Agent: 501-317-1130","Prime Realty and Property Management"
"23020463","Westhaven 1","$1,650","1732","2","3","7/24/2023","19","700 Dakota Street","Cabot","Leased","James H Knaack - Agent: 501-773-1487","PorchLight Realty"
"25038942","PAW'S PLACE","$1,650","1430","2","3","10/27/2025","31","16 Bobby Eugene Drive","Ward","Leased","James H Knaack - Agent: 501-773-1487","PorchLight Realty"
"25031490","MUSEUM MEADOWS","$1,650","1543","2","4","8/25/2025","15","2230 Getty Drive","Conway","Leased","George Heintzen III - Agent: 501-328-2073","Welcome Home Properties"
"23008527","Auburn Hills","$1,650","1559","2","4",,"95","1935 Auburn Hills","Benton","Withdrawn","Roy D Rainey Jr. - Agent: 501-221-8888","Rainey Realty, Inc."
"25011572","Ridgefield","$1,650","1441","2","3","5/24/2025","59","1211 Ridgefield","Searcy","Rented","Tara Colunga - Agent: 501-515-3177","Dalrymple"
"24021147","THE GROVE AT CENTENNIAL VALLEY","$1,650","1652","2","4",,"50","4527 Olympic","Benton","Withdrawn","Roy D Rainey Jr. - Agent: 501-221-8888","Rainey Realty, Inc."
"24034988","COUNTRY CLUB OF ARK THE","$1,650","1565","2","3",,"153","10413 Lori Kaye Drive","Maumelle","Withdrawn","Roy D Rainey Jr. - Agent: 501-221-8888","Rainey Realty, Inc."
"22030159","MUSEUM MEADOWS","$1,650","1631","2","4","10/31/2022","24","1165 Rockwell","Conway","Rented","Esmeralda Castro - Agent: 501-472-9494","Armour Realty Group"
"26009236","ALGOOD HEIGHTS SUBDIVISION","$1,650","1436","2","3",,"76","513 Algood Street","Benton","Withdrawn","Erica York - Agent: 501-366-5115","Rackley Realty"
"26022678","GALLOWAYS ADDN","$1,650","1230","2","3",,"56","413 & 415 E Center St","Jacksonville","Active","Angel Monroe - Agent: 501-766-5328","IRealty Arkansas - Sherwood"
"24026469","Westhaven II","$1,675","1405","2","3",,"35","17 Tahoe Court","Cabot","Withdrawn","Brandon Hines - Cell: 501-258-6365","Blue Tree Realty"
"22024801","WHITE OAK CROSSING","$1,679","1700","2","3",,"363","8701 Northwood Creek Drive","North Little Rock","Withdrawn","Roy D Rainey Jr. - Agent: 501-221-8888","Rainey Realty, Inc."
"23001805","COUNTRY CLUB OF ARK THE","$1,689","1500","2","4",,"235","10501 Lori Kaye Drive","North Little Rock","Withdrawn","Roy D Rainey Jr. - Agent: 501-221-8888","Rainey Realty, Inc."
"26023749","Metes & Bounds","$1,695","1400","2","3","7/15/2026","33","26 Grandstand Drive","Austin","Rented","Jamie M Hoffman - Agent: 501-232-8964","River Rock Realty Company"
"25048414","WHITE OAK CROSSING","$1,695","1800","2","3","2/18/2026","40","10920 Mason","Maumelle","Rented","Joshua Lafever - Agent: 501-230-6424","McKimmey Associates REALTORS NLR"
"22011568","STAGECOACH MEADOWS","$1,699","1450","2","3",,"63","3 Laney Loop","Little Rock","Withdrawn","Roy D Rainey Jr. - Agent: 501-221-8888","Rainey Realty, Inc."
"23034083","HILLDALE CROSSING","$1,699","1500","2","4",,"120","2311 Bentwood Drive","Alexander","Withdrawn","Roy D Rainey Jr. - Agent: 501-221-8888","Rainey Realty, Inc."
"25039381","Jonesboro City","$1,700","2000","2","3",,"303","615 E Word Street","Jonesboro","Active","Candice Mabry - Agent: 713-385-2842","Halsey Real Estate"
"24022890","HILLDALE CROSSING","$1,700","1470","2","4","7/8/2024","10","5017 Windflower","Alexander","Leased","Kaylee N Hampton - Agent: 501-860-2375","IRealty Arkansas - Benton"
"22040939","SIDELL ESTATES","$1,700","1355","2","3",,"21","3268 Sidell Estates Drive","Benton","Withdrawn","Roy D Rainey Jr. - Agent: 501-221-8888","Rainey Realty, Inc."
"22012460","Wisteria","$1,700","1500","2","3",,"47","3 Wisteria Drive","Little Rock","Withdrawn","Roy D Rainey Jr. - Agent: 501-221-8888","Rainey Realty, Inc."
"24044305","STAGECOACH MEADOWS","$1,700","1481","2","4","1/17/2025","37","90 Kinley Brook Lane","Cabot","Leased","James H Knaack - Agent: 501-773-1487","PorchLight Realty"
"22017631","STAGECOACH MEADOWS","$1,700","1440","2","4",,"72","7 Laney Loop","Little Rock","Withdrawn","Roy D Rainey Jr. - Agent: 501-221-8888","Rainey Realty, Inc."
"26014736","Oak Dale","$1,700","1329","2","3","6/28/2026","75","1221 Cherry Lane","Benton","Rented","Skyla Conger - Agent: 501-317-1130","Prime Realty and Property Management"
"24030091","Diamondhead P1","$1,725","1356","2","3","12/31/2025","85","226 Scenic Drive","Hot Springs","Leased","Chaley Carter - Agent: 501-773-7258","Century 21 Parker & Scroggins Realty - Hot Springs"
"24039702","BELL VALLEY","$1,725","1470","2","4",,"22","1515 Parsifal Lane","Conway","Withdrawn","Wes Splawn - Cell: 501-815-3474","J.C. Thornton & Co., LLC"
"25038555","STAGECOACH MEADOWS","$1,750","1700","2","4","11/11/2025","47","60 Sarah Alyse Lane","Cabot","Rented","Joshua Lafever - Agent: 501-230-6424","McKimmey Associates REALTORS NLR"
"25016551","STAGECOACH MEADOWS","$1,750","1700","2","4","7/23/2025","86","110 Kyndall Lauren Lane","Cabot","Rented","Joshua Lafever - Agent: 501-230-6424","McKimmey Associates REALTORS NLR"
"25016396","STAGECOACH MEADOWS","$1,750","1700","2","4","7/23/2025","87","60 Sarah Alyse Lane","Cabot","Rented","Joshua Lafever - Agent: 501-230-6424","McKimmey Associates REALTORS NLR"
"23039442","APPLE CROSSING-HIGHFILL","$1,750","1550","2","4","1/1/2024","21","126 SW Vanessa Street","Gentry","Leased","Alex O'Neill","RE/MAX Real Estate Exchange"
"23021302","nil","$1,750","1436","2","3","9/5/2023","55","1034 E Bunting Street","Fayetteville","Rented","Mia Kamille Foreman - Agent: 501-346-8273","HomesWork Realty"
"24021144","COUNTRY CLUB OF ARK THE","$1,750","1459","2","4",,"23","10421 Debbie Drive","North Little Rock","Withdrawn","Roy D Rainey Jr. - Agent: 501-221-8888","Rainey Realty, Inc."
"25048272","Diamondhead P1","$1,775","1356","2","3",,"79","226 Scenic Drive","Hot Springs","Withdrawn","Chaley Carter - Agent: 501-773-7258","Century 21 Parker & Scroggins Realty - Hot Springs"
"25021538","Hillard","$1,795","1375","2","3","7/9/2025","38","921 Banner Street","Benton","Leased","Michael P Griffin - Agent: 501-454-4552","Mid South Realty"
"24044411","WHITE OAK CROSSING","$1,800","1373","2","3",,"63","10617 Lori Kaye Drive","Maumelle","Withdrawn","Roy D Rainey Jr. - Agent: 501-221-8888","Rainey Realty, Inc."
"24028490","WHITE OAK CROSSING","$1,800","1612","2","3","9/5/2024","29","10505 Cypress Knee Drive","North Little Rock","Leased","Angel Monroe - Agent: 501-766-5328","IRealty Arkansas - Sherwood"
"23039431","APPLE CROSSING-HIGHFILL","$1,800","1550","2","3",,"139","122 SW Vanessa Street","Gentry","Expired","Alex O'Neill","RE/MAX Real Estate Exchange"
"22018156","WHITE OAK CROSSING","$1,800","1600","2","3","6/27/2022","12","8609 Westwood Creek Drive","North Little Rock","Sold","Kathleen Stafford - Agent: 501-519-4574","LPT Realty"
"26027670","SOUTHFORK RANCH S/D PH I","$1,800","1613","2","4",,"22","109 Powder River Drive","Beebe","Active","James H Knaack - Agent: 501-773-1487","PorchLight Realty"
"23038282","Not in List","$1,800","1550","2","3",,"153","121 SW Vicki Street","Gentry","Expired","Alex O'Neill","RE/MAX Real Estate Exchange"
"25048955","Eureka","$1,800","1480","2","3",,"228","918 S. Reine","Mena","Active","Brianna C Cook","Select Realty"
"23038277","Not in List","$1,800","1550","2","3",,"153","118 SW Vanessa Street","Gentry","Expired","Alex O'Neill","RE/MAX Real Estate Exchange"
"26025549","Meadows","$1,825","1275","2","3",,"37","209 Sparrow Road","Jacksonville","Active","Roy D Rainey Jr. - Agent: 501-221-8888","Rainey Realty, Inc."
"26023001","Kimball South Park","$1,850","1548","2","3",,"22","3206 S Izard Street","Little Rock","Withdrawn","Roy D Rainey Jr. - Agent: 501-221-8888","Rainey Realty, Inc."
"26016647","STONE CANYON ADDITION SUBDIVISON","$1,850","1875","2","4","5/13/2026","18","245 Bighorn Trail","Maumelle","Leased","Robbie Sherman","Real Property Management Central AR"
"25021659","STAGECOACH MEADOWS","$1,850","1684","2","4","9/30/2025","115","85 Swayze Rhys Lane","Cabot","Rented","Elizabeth O'Neill - Agent: 501-251-3065","Back Porch Realty Cabot Branch"
"26015179","STONE CANYON ADDITION SUBDIVISON","$1,850","1875","2","4","4/24/2026","8","240 Bighorn Trail","Maumelle","Rented","Robbie Sherman","Real Property Management Central AR"
"26018147","Washington Avenue","$1,850","1363","2","3","7/10/2026","58","1705 N 2nd","North Little Rock","Rented","Michael Holmes - Agent: 501-454-7285","IRealty Arkansas - Sherwood"
"25028717","Little Rock","$1,895","1480","2","4","11/14/2025","113","2315 Nichols Road","Little Rock","Leased","Takeia S Johnson - Agent: 501-541-0055","Mid South Realty"
"25028719","John Barrow 6L","$1,895","1480","2","4",,"205","2311 Nichols Road","Little Rock","Withdrawn","Takeia S Johnson - Agent: 501-541-0055","Mid South Realty"
"25023560","Hicks Interurban","$1,895","1480","2","4",,"244","2217 Perry Street","Little Rock","Withdrawn","Michael P Griffin - Agent: 501-454-4552","Mid South Realty"
"25023558","Hicks Interurban","$1,895","1480","2","4",,"244","2215 Perry Street","Little Rock","Withdrawn","Michael P Griffin - Agent: 501-454-4552","Mid South Realty"
"22025875","WHITE OAK CROSSING","$1,899","1500","2","3",,"78","8705 Northwood Creek Drive","North Little Rock","Withdrawn","Roy D Rainey Jr. - Agent: 501-221-8888","Rainey Realty, Inc."
"25010547","MOUNT TABOR ESTATES","$1,900","1850","2","3","4/30/2026","21","834 Bratton Road","Lonoke","Leased","James H Knaack - Agent: 501-773-1487","PorchLight Realty"
"26005819","Wisteria Vineyard","$1,900","1572","2","3","4/25/2026","43","545 Wisteria Drive","Bauxite","Leased","Cynthia Cooper Trammel - Cell: 501-553-7203","Fathom Realty Central"
"24035324","Diamondhead","$1,900","1535","2","3","11/30/2025","22","125 Stonebriar Drive","Hot Springs","Leased","Chaley Carter - Agent: 501-773-7258","Century 21 Parker & Scroggins Realty - Hot Springs"
"25005243","Diamondhead","$1,900","1535","2","3","5/31/2026","81","125 Stonebriar Drive","Hot Springs","Leased","Chaley Carter - Agent: 501-773-7258","Century 21 Parker & Scroggins Realty - Hot Springs"
"26008491","DIAMONDHEAD","$1,900","1535","2","3","4/10/2026","36","121 Stonebriar Drive","Hot Springs","Leased","Chaley Carter - Agent: 501-773-7258","Century 21 Parker & Scroggins Realty - Hot Springs"
"24041765","WHITE OAK CROSSING","$1,900","1759","2","4","12/10/2024","23","10508 Cypress Knee Dr","North Little Rock","Leased","Angel Monroe - Agent: 501-766-5328","IRealty Arkansas - Sherwood"
"24022558","COUNTRY CLUB OF ARK THE","$1,900","1692","2","4",,"72","10308 Lori Kaye Drive","Maumelle","Withdrawn","Roy D Rainey Jr. - Agent: 501-221-8888","Rainey Realty, Inc."
"25023727","WHITE OAK CROSSING","$1,900","1766","2","4",,"94","8801 Northwood Creek Drive","North Little Rock","Withdrawn","Roy D Rainey Jr. - Agent: 501-221-8888","Rainey Realty, Inc."
"25029682","WHITE OAK CROSSING","$1,900","1728","2","4",,"26","8700 Northwood Creek","North Little Rock","Withdrawn","Christina D Hogan - Agent: 501-612-3260","Solid Rock Property Management"
"24015169","MOUNT TABOR ESTATES","$1,900","1850","2","3","6/1/2024","22","834 Bratton Road","Lonoke","Rented","James H Knaack - Agent: 501-773-1487","PorchLight Realty"
"24038503","DIAMONDHEAD","$1,925","1535","2","3","2/28/2026","89","121 Stonebriar Drive","Hot Springs","Leased","Chaley Carter - Agent: 501-773-7258","Century 21 Parker & Scroggins Realty - Hot Springs"
"26004737","DIAMONDHEAD","$1,925","1535","2","3","4/30/2027","54","121 Stonebriar Drive","Hot Springs","Rented","Chaley Carter - Agent: 501-773-7258","Century 21 Parker & Scroggins Realty - Hot Springs"
"23039436","APPLE CROSSING-HIGHFILL","$1,950","1550","2","4",,"100","123 SW Vicki Street","Gentry","Withdrawn","Alex O'Neill","RE/MAX Real Estate Exchange"
"24027308","CYPRESS BEND AT WHITE OAK CROSSING","$1,950","1500","2","4",,"84","124 Im Drive","Maumelle","Active","Roy D Rainey Jr. - Agent: 501-221-8888","Rainey Realty, Inc."
"24035749","Cypress Bend","$1,950","1355","2","3",,"86","132 IM Drive","Maumelle","Withdrawn","Takeia S Johnson - Agent: 501-541-0055","Mid South Realty"
"23006651","DIAMONDHEAD","$1,975","1531","2","3","4/6/2023","30","117 Stonebriar Drive","Hot Springs","Rented","Jessica Parker - Agent: 501-303-0088","Century 21 Parker & Scroggins Realty - Benton"
"24032103","Point West 5th","$1,975","1500","2","3","11/1/2024","61","13200 Teton Drive","Little Rock","Leased","Swaminath Kamishetty - Agent: 732-423-6960","Rackley Realty"
"25001654","Conway City","$2,000","4800","2","4",,"17","367 Sturgis Road","Conway","Withdrawn","Michael Holmes - Agent: 501-454-7285","IRealty Arkansas - Sherwood"
"24003426","Hidden Creek II","$2,000","1875","2","3","3/17/2024","51","108 Clearwater Drive","Brookland","Rented","Danna Johnson - Cell: 870-919-2226","Johnson Real Estate Group"
"26030160","COTTAGE WALK SUBDIVISION PHASE 1","$2,000","1699","2","4",,"7","1604 Rambling Brook Drive","Benton","Active","Jamie M Hoffman - Agent: 501-232-8964","River Rock Realty Company"
"26020488","THE GARDENS @ HOPE VALLEY","$2,000","1950","2","3",,"72","101 Kelton Lane","Hensley","Active","Tim Bennett - Agent: 501-416-7963","Baxley-Penfield-Moudy Realtors"
"26024778","Diamondhead J","$2,000","1531","2","3",,"9","117 Stonebriar Drive","Hot Springs","Withdrawn","Skyla Conger - Agent: 501-317-1130","Prime Realty and Property Management"
"24030420","Diamondhead J","$2,000","1535","2","3",,"58","121 Stonebriar Drive","Hot Springs","Withdrawn","Brittney Calhoun - Agent: 501-651-0700","Prime Realty and Property Management"
"24003440","Hidden Creek II","$2,000","1921","2","3","8/21/2024","208","102 Clearwater Dr","Brookland","Leased","Danna Johnson - Cell: 870-919-2226","Johnson Real Estate Group"
"25001937","Hidden Creek II","$2,000","1921","2","3","4/7/2025","96","102 Clearwater Drive","Brookland","Leased","Jessica Mills - Agent: 870-530-5394","Johnson Real Estate Group"
"24000150","Benton","$2,000","1507","2","3",,"9","712 W Ashley","Benton","Withdrawn","Marquise G Lovelace","Keller Williams Realty"
"24039548","Conway City","$2,000","4800","2","4",,"64","367 Sturgis Road","Conway","Expired","Michael Holmes - Agent: 501-454-7285","IRealty Arkansas - Sherwood"
"26030529","Heritage Heights","$2,000","1790","2","4",,"4","5399 Heritage Valley Drive","Benton","New Listing","Roy D Rainey Jr. - Agent: 501-221-8888","Rainey Realty, Inc."
"25025383","OAKLAND GROVE ESTATES","$2,000","1470","2","4",,"47","44 Dunnaway Drive","Austin","Withdrawn","Elizabeth O'Neill - Agent: 501-251-3065","Back Porch Realty Cabot Branch"
"26031033","Wellswood","$2,000","1938","2","3",,"1","9 Wedgewood Dr.","Greenbrier","New Listing","Chad Upton - Agent: 501-733-0618","Rowlett Realty, Inc."
"23016314","Autumbrook","$2,000","1790","2","3","6/2/2023","3","30 Arbor Trail","Cabot","Leased","James H Knaack - Agent: 501-773-1487","PorchLight Realty"
"24001953","Autumbrook","$2,000","1917","2","3","4/1/2024","69","11 Aberdeen Drive","Cabot","Leased","James H Knaack - Agent: 501-773-1487","PorchLight Realty"
"26020328","WOLFSBRIDGE @ CABOT PH 1-A","$2,000","1884","2","4","6/10/2026","21","61 Wolfsbridge Loop","Cabot","Leased","James H Knaack - Agent: 501-773-1487","PorchLight Realty"
"26022192","STAGECOACH MEADOWS","$2,000","1896","2","4","6/29/2026","24","35 Kinley Brook Lane","Cabot","Leased","Jessica Brown - Agent: 501-843-4663","Edge Realty"
"23028897","Elysian Hills Estates","$2,050","1450","2","3","12/1/2023","75","203 Elysian Hills Dr","Hot Springs","Leased","Sarah L Bentley - Cell: 501-520-1505","Meyers Realty Company"
"26030473","Pleasant Forest","$2,050","1938","2","4",,"4","513 Crepe Myrtle","Cabot","New Listing","James H Knaack - Agent: 501-773-1487","PorchLight Realty"
"25049127","Pleasant Forest","$2,050","1938","2","4","3/31/2026","105","505 Sweet Gum Court","Cabot","Leased","James H Knaack - Agent: 501-773-1487","PorchLight Realty"
"24007303","Greystone","$2,050","1750","2","3","2/1/2024","0","926 Greystone Boulevard","Cabot","Leased","James H Knaack - Agent: 501-773-1487","PorchLight Realty"
"25028665","Hicks Interurban","$2,095","1632","2","4","8/27/2025","38","2214 Nichols Road","Little Rock","Leased","Michael P Griffin - Agent: 501-454-4552","Mid South Realty"
"25028666","Hicks Interurban","$2,095","1632","2","4","2/9/2026","189","2218 Nichols Road","Little Rock","Leased","Michael P Griffin - Agent: 501-454-4552","Mid South Realty"
"25006454","Diamondhead","$2,100","1639","2","3","3/31/2026","24","210 Diamondhead Drive","Hot Springs","Leased","Chaley Carter - Agent: 501-773-7258","Century 21 Parker & Scroggins Realty - Hot Springs"
"26014758","Kensington","$2,100","1840","2","4",,"45","4344 Sloan Drive","Alexander","Withdrawn","Roy D Rainey Jr. - Agent: 501-221-8888","Rainey Realty, Inc."
"24014125","AUTUMN BROOKE","$2,100","1800","2","3","5/3/2024","8","32 Arbor Trail","Cabot","Leased","Jessica Brown - Agent: 501-843-4663","Edge Realty"
"24007299","Autumbrook","$2,100","1825","2","4","3/12/2024","6","38 Arbor Trail","Cabot","Leased","James H Knaack - Agent: 501-773-1487","PorchLight Realty"
"23021096","Autumbrook","$2,100","1825","2","4","7/26/2023","16","38 Arbor Trail","Cabot","Leased","James H Knaack - Agent: 501-773-1487","PorchLight Realty"
"25024972","Diamondhead","$2,125","1639","2","3","1/31/2026","43","210 Diamondhead Drive","Hot Springs","Leased","Chaley Carter - Agent: 501-773-7258","Century 21 Parker & Scroggins Realty - Hot Springs"
"26012449","Jacob Creek","$2,150","1883","2","4",,"35","41 Ava Lane","Sheridan","Withdrawn","Black Rock Property Management - Julia's #: 501-539-2325","Black Rock Realty"
"23032377","Edgemont","$2,150","2030","2","4","11/1/2023","33","4729 Edgemont Dr","Jonesboro","Leased","Danna Johnson - Cell: 870-919-2226","Johnson Real Estate Group"
"24013159","Edgemont","$2,150","2030","2","4","5/15/2024","30","4729 Edgemont Drive","Jonesboro","Rented","Danna Johnson - Cell: 870-919-2226","Johnson Real Estate Group"
"25014598","Jacob Creek","$2,160","1883","2","4","4/30/2025","1","41 Ava Lane","Sheridan","Leased","Black Rock Property Management - Julia's #: 501-539-2325","Black Rock Realty"
"22018768","GIBRALTER HGTS","$2,175","1754","2","3",,"121","1013 Nix Road","Little Rock","Withdrawn","Roy D Rainey Jr. - Agent: 501-221-8888","Rainey Realty, Inc."
"26001507","Hicks Interurban","$2,175","1632","2","4",,"87","1621 Wilson Road","Little Rock","Withdrawn","Michael P Griffin - Agent: 501-454-4552","Mid South Realty"
"23017006","Lost Creek Estates","$2,195","2115","2","3","7/1/2023","26","1303 Lost Creek Drive","Jacksonville","Rented","Rachelle Smith - Cell: 501-291-1384","McGraw Realtors - Little Rock"
"24040447","THE VILLAGES AT MAGNOLIA LANE","$2,200","2700","2","4",,"0","3548 Village Walk","Bryant","Withdrawn","Joshua Lafever - Agent: 501-230-6424","McKimmey Associates REALTORS NLR"
"26025687","THE PINES AT PARKWAY TRAILS","$2,200","1896","2","4","12/31/2026","0","18596 Parkway pines drive","Bauxite","Leased","Steven Childress - Agent: 501-672-6909","Realty One Group - Pinnacle"
"23040462","Not in Subdivision","$2,200","1650","2","4","12/29/2023","9","27265 Neighborhood Drive","Hensley","Rented","Andrew M Quinn","United Country Real Estate Red River Properties"
"24008179","Fleming & Bradford","$2,200","1765","3","3",,"185","1515 W 21st","Little Rock","Expired","Kimberly L Santos - Agent: 501-766-3749","Innovative Realty"
"23010100","GIBRALTER HGTS","$2,200","1963","2","3",,"37","1021 Nix Road","Little Rock","Withdrawn","Roy D Rainey Jr. - Agent: 501-221-8888","Rainey Realty, Inc."
"25045033","Not in List","$2,200","2100","2","3","11/14/2025","2","2517 Kara","Benton","Rented","Denise C Hipskind - Agent: 501-773-9539","IRealty Arkansas - Benton"
"23025992","THE VILLAGES AT MAGNOLIA LANE","$2,200","2700","2","4","8/23/2023","4","3548 Village Walk","Bryant","Rented","Joshua Lafever - Agent: 501-230-6424","McKimmey Associates REALTORS NLR"
"26017299","Diamond Head","$2,225","1639","2","3","6/1/2026","23","210 Diamondhead Drive","Hot Springs","Leased","Chaley Carter - Agent: 501-773-7258","Century 21 Parker & Scroggins Realty - Hot Springs"
"24039286","Benton","$2,250","1570","2","3",,"103","712 W Ashley Street","Benton","Withdrawn","Jeff Lutz - Agent: 703-475-1499","Arkansas Vacation Rental Property Mgmt"
"26018752","Historic East Village","$2,295","2050","2","3",,"9","1812 E 4th Street","Little Rock","Expired","Kenneth Hayes - Agent: 501-952-8516","Ken Hayes Realty"
"26018533","Kensington Place","$2,295","2100","2","4",,"84","6328 Warwick","Bryant","Active","Kevin Marsh - Cell: 501-944-3325","RE/MAX Affiliates Realty"
"26024819","Kensington Place","$2,299","2024","2","4",,"23","6420 Newark","Bryant","Withdrawn","Kevin Marsh - Cell: 501-944-3325","RE/MAX Affiliates Realty"
"26005027","Kensington Place","$2,299","2024","2","4",,"27","6420 Newark","Bryant","Expired","Kevin Marsh - Cell: 501-944-3325","RE/MAX Affiliates Realty"
"26030457","THE RESERVE AT COUNTRY CLUB PHASE 1","$2,300","1646","2","3",,"4","503 Cain Trail","Maumelle","New Listing","Michael Grafe - Agent: 501-860-1373","McGraw Realtors - Benton"
"26001041","Not in List","$2,300","2100","2","3",,"63","2529 Kara","Benton","Withdrawn","Denise C Hipskind - Agent: 501-773-9539","IRealty Arkansas - Benton"
"24038548","Not in List","$2,300","2100","2","3",,"62","2529 Kara","Benton","Expired","Denise C Hipskind - Agent: 501-773-9539","IRealty Arkansas - Benton"
