bedrooms,daysOnZillow,hdpUrl,homeStatus,lastSoldPrice,listingAddress/full,listingAddress/street,listingPrice/amount,livingArea,price,propertyUrl,listingPriceHistory/0/date,listingPriceHistory/0/event,listingPriceHistory/1/date,listingPriceHistory/1/event,listingPriceHistory/2/date,listingPriceHistory/2/event,listingPriceHistory/3/date,listingPriceHistory/3/event,listingPriceHistory/4/date,listingPriceHistory/4/event,listingPriceHistory/5/date,listingPriceHistory/5/event,listingPriceHistory/6/date,listingPriceHistory/6/event,listingPriceHistory/7/date,listingPriceHistory/7/event,listingPriceHistory/8/date,listingPriceHistory/8/event,listingPriceHistory/9/date,listingPriceHistory/9/event,listingPriceHistory/10/date,listingPriceHistory/10/event,listingPriceHistory/11/date,listingPriceHistory/11/event,listingPriceHistory/12/date,listingPriceHistory/12/event,listingPriceHistory/13/date,listingPriceHistory/13/event,listingPriceHistory/14/date,listingPriceHistory/14/event,listingPriceHistory/15/date,listingPriceHistory/15/event,listingPriceHistory/16/date,listingPriceHistory/16/event,listingPriceHistory/17/date,listingPriceHistory/17/event,listingPriceHistory/18/date,listingPriceHistory/18/event,listingPriceHistory/19/date,listingPriceHistory/19/event,listingPriceHistory/20/date,listingPriceHistory/20/event,listingPriceHistory/21/date,listingPriceHistory/21/event,listingPriceHistory/22/date,listingPriceHistory/22/event,listingPriceHistory/23/date,listingPriceHistory/23/event,listingPriceHistory/24/date,listingPriceHistory/24/event,listingPriceHistory/25/date,listingPriceHistory/25/event,listingPriceHistory/26/date,listingPriceHistory/26/event,listingPriceHistory/27/date,listingPriceHistory/27/event
4,6,/homedetails/2476-Pleasant-Willow-Dr-Benton-AR-72015/118169317_zpid/,FOR_RENT,245000,"2476 Pleasant Willow Dr, Benton, AR 72015",2476 Pleasant Willow Dr,1700,1700,1700,https://www.zillow.com/homedetails/2476-Pleasant-Willow-Dr-Benton-AR-72015/118169317_zpid/,2026-08-10T00:00:00.000Z,Listed for rent,2012-04-30T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,25,/homedetails/9546-State-Highway-89-S-Lonoke-AR-72086/464053318_zpid/,FOR_RENT,,"9546 State Highway 89 S, Lonoke, AR 72086",9546 State Highway 89 S,875,1216,875,https://www.zillow.com/homedetails/9546-State-Highway-89-S-Lonoke-AR-72086/464053318_zpid/,2026-08-10T00:00:00.000Z,Price change,2026-07-22T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,25,/homedetails/11201-Donnie-Dr-Shannon-Hills-AR-72103/393627_zpid/,FOR_RENT,134900,"11201 Donnie Dr, Shannon Hills, AR 72103",11201 Donnie Dr,1395,1353,1395,https://www.zillow.com/homedetails/11201-Donnie-Dr-Shannon-Hills-AR-72103/393627_zpid/,2026-07-23T00:00:00.000Z,Listed for rent,2020-04-07T00:00:00.000Z,Sold,2020-04-05T00:00:00.000Z,Listing removed,2020-03-23T00:00:00.000Z,Price change,2020-03-02T00:00:00.000Z,Price change,2019-12-27T00:00:00.000Z,Listed for rent,2019-11-20T00:00:00.000Z,Listing removed,2019-11-19T00:00:00.000Z,Price change,2019-11-18T00:00:00.000Z,Price change,2019-11-16T00:00:00.000Z,Price change,2019-11-13T00:00:00.000Z,Price change,2019-11-08T00:00:00.000Z,Price change,2019-11-04T00:00:00.000Z,Price change,2019-11-02T00:00:00.000Z,Listed for sale,2019-10-31T00:00:00.000Z,Sold,2019-10-28T00:00:00.000Z,Price change,2019-10-26T00:00:00.000Z,Price change,2019-10-23T00:00:00.000Z,Price change,2019-10-22T00:00:00.000Z,Price change,2019-10-20T00:00:00.000Z,Price change,2019-10-14T00:00:00.000Z,Price change,2019-10-11T00:00:00.000Z,Price change,2019-10-09T00:00:00.000Z,Price change,2019-10-06T00:00:00.000Z,Price change,2019-10-03T00:00:00.000Z,Price change,2019-10-01T00:00:00.000Z,Listed for sale,2019-06-27T00:00:00.000Z,Listing removed,,
3,10,/homedetails/211-Rodney-Guthrie-Dr-Cabot-AR-72023/256835_zpid/,FOR_RENT,155000,"211 Rodney Guthrie Dr, Cabot, AR 72023",211 Rodney Guthrie Dr,1345,1268,1345,https://www.zillow.com/homedetails/211-Rodney-Guthrie-Dr-Cabot-AR-72023/256835_zpid/,2026-08-06T00:00:00.000Z,Listed for rent,2025-09-22T00:00:00.000Z,Listing removed,2025-08-26T00:00:00.000Z,Price change,2025-07-29T00:00:00.000Z,Listed for rent,2023-07-27T00:00:00.000Z,Listing removed,2023-07-06T00:00:00.000Z,Listed for rent,2022-03-10T00:00:00.000Z,Sold,2022-01-31T00:00:00.000Z,Listed for sale,2019-09-20T00:00:00.000Z,Sold,2019-09-11T00:00:00.000Z,Listed for sale,2019-08-26T00:00:00.000Z,Pending sale,2019-08-13T00:00:00.000Z,Price change,2019-05-31T00:00:00.000Z,Price change,2019-03-17T00:00:00.000Z,Listed for sale,2017-02-23T00:00:00.000Z,Listing removed,2017-01-02T00:00:00.000Z,Price change,2016-07-05T00:00:00.000Z,Listed for sale,2016-06-27T00:00:00.000Z,Sold,2015-11-21T00:00:00.000Z,Listed for sale,2014-09-16T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,
3,24,/homedetails/1710-Cedarhurst-Dr-Benton-AR-72015/384477_zpid/,FOR_RENT,127500,"1710 Cedarhurst Dr, Benton, AR 72015",1710 Cedarhurst Dr,1750,1680,1750,https://www.zillow.com/homedetails/1710-Cedarhurst-Dr-Benton-AR-72015/384477_zpid/,2026-06-23T00:00:00.000Z,Listed for rent,2024-05-13T00:00:00.000Z,Listing removed,2024-02-10T00:00:00.000Z,Listed for rent,2024-01-31T00:00:00.000Z,Sold,2024-01-24T00:00:00.000Z,Contingent,2024-01-22T00:00:00.000Z,Listed for sale,2019-11-07T00:00:00.000Z,Listing removed,2019-10-07T00:00:00.000Z,Listed for rent,2016-12-15T00:00:00.000Z,Listing removed,2016-01-13T00:00:00.000Z,Listing removed,2016-01-11T00:00:00.000Z,Listed for rent,2015-05-22T00:00:00.000Z,Sold,2015-01-21T00:00:00.000Z,Listing removed,2014-07-25T00:00:00.000Z,Listed for rent,2014-06-23T00:00:00.000Z,Listing removed,2014-05-25T00:00:00.000Z,Price change,2014-05-07T00:00:00.000Z,Price change,2014-04-11T00:00:00.000Z,Price change,2014-02-17T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,
4,53,/homedetails/1088-Huntington-Dr-Benton-AR-72019/2062453392_zpid/,FOR_RENT,,"1088 Huntington Dr, Benton, AR 72019",1088 Huntington Dr,1595,1640,1595,https://www.zillow.com/homedetails/1088-Huntington-Dr-Benton-AR-72019/2062453392_zpid/,2026-07-23T00:00:00.000Z,Price change,2026-06-25T00:00:00.000Z,Listed for rent,2022-12-30T00:00:00.000Z,Listing removed,2022-12-14T00:00:00.000Z,Price change,2022-11-22T00:00:00.000Z,Price change,2022-10-26T00:00:00.000Z,Listed for rent,2022-09-10T00:00:00.000Z,Listing removed,2022-08-23T00:00:00.000Z,Price change,2022-08-02T00:00:00.000Z,Price change,2022-07-25T00:00:00.000Z,Price change,2022-07-12T00:00:00.000Z,Price change,2022-07-08T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,27,/homedetails/414-Prickett-Rd-Bryant-AR-72022/389819_zpid/,FOR_RENT,38000,"414 Prickett Rd, Bryant, AR 72022",414 Prickett Rd,2500,1772,2500,https://www.zillow.com/homedetails/414-Prickett-Rd-Bryant-AR-72022/389819_zpid/,2026-07-20T00:00:00.000Z,Listed for rent,2025-05-16T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,331,/homedetails/14025-Cottontail-Ln-Alexander-AR-72002/52934775_zpid/,FOR_RENT,120000,"14025 Cottontail Ln, Alexander, AR 72002",14025 Cottontail Ln,1595,1224,1595,https://www.zillow.com/homedetails/14025-Cottontail-Ln-Alexander-AR-72002/52934775_zpid/,2026-06-24T00:00:00.000Z,Listing removed,2026-02-15T00:00:00.000Z,Listed for sale,2025-09-20T00:00:00.000Z,Listed for rent,2025-07-01T00:00:00.000Z,Sold,2022-04-20T00:00:00.000Z,Sold,2005-05-09T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,55,/homedetails/765-8th-Avenue-Dr-SE-Hickory-NC-28602/71963561_zpid/,FOR_RENT,110000,"765 8th Avenue Dr SE, Hickory, NC 28602",765 8th Avenue Dr SE,1795,1463,1795,https://www.zillow.com/homedetails/765-8th-Avenue-Dr-SE-Hickory-NC-28602/71963561_zpid/,2026-06-22T00:00:00.000Z,Listed for rent,2023-05-15T00:00:00.000Z,Listing removed,2023-04-28T00:00:00.000Z,Price change,2023-04-07T00:00:00.000Z,Listed for rent,2023-01-25T00:00:00.000Z,Sold,2013-09-03T00:00:00.000Z,Sold,2006-10-20T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,32,/homedetails/16-Emerald-Cir-Cabot-AR-72023/254439_zpid/,FOR_RENT,3400000,"16 Emerald Cir, Cabot, AR 72023",16 Emerald Cir,1895,1959,1895,https://www.zillow.com/homedetails/16-Emerald-Cir-Cabot-AR-72023/254439_zpid/,2026-07-25T00:00:00.000Z,Price change,2026-07-16T00:00:00.000Z,Listed for rent,2015-04-15T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,16,/homedetails/102-Rosebud-Cir-Cabot-AR-72023/63160774_zpid/,FOR_RENT,199000,"102 Rosebud Cir, Cabot, AR 72023",102 Rosebud Cir,1450,1277,1450,https://www.zillow.com/homedetails/102-Rosebud-Cir-Cabot-AR-72023/63160774_zpid/,2026-07-31T00:00:00.000Z,Listed for rent,2024-10-10T00:00:00.000Z,Listing removed,2024-10-09T00:00:00.000Z,Price change,2024-09-26T00:00:00.000Z,Listed for rent,2024-08-23T00:00:00.000Z,Sold,2024-07-15T00:00:00.000Z,Listed for sale,2019-02-08T00:00:00.000Z,Sold,2019-01-11T00:00:00.000Z,Pending sale,2018-12-01T00:00:00.000Z,Price change,2018-09-22T00:00:00.000Z,Price change,2018-08-05T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,19,/homedetails/2408-Pleasant-Forest-Dr-Benton-AR-72015/88905364_zpid/,FOR_RENT,,"2408 Pleasant Forest Dr, Benton, AR 72015",2408 Pleasant Forest Dr,1550,1533,1550,https://www.zillow.com/homedetails/2408-Pleasant-Forest-Dr-Benton-AR-72015/88905364_zpid/,2026-08-12T00:00:00.000Z,Price change,2026-07-28T00:00:00.000Z,Listed for rent,2020-06-24T00:00:00.000Z,Listing removed,2020-06-04T00:00:00.000Z,Price change,2020-04-30T00:00:00.000Z,Listed for rent,2010-02-13T00:00:00.000Z,Listing removed,2010-01-09T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,34,/homedetails/512-12th-Ave-NE-Hickory-NC-28601/463832995_zpid/,FOR_RENT,,"512 12th Ave NE, Hickory, NC 28601",512 12th Ave NE,1595,1334,1595,https://www.zillow.com/homedetails/512-12th-Ave-NE-Hickory-NC-28601/463832995_zpid/,2026-07-13T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,16,/homedetails/504-12th-Ave-NE-Hickory-NC-28601/461605081_zpid/,FOR_RENT,430000,"504 12th Ave NE, Hickory, NC 28601",504 12th Ave NE,1595,1334,1595,https://www.zillow.com/homedetails/504-12th-Ave-NE-Hickory-NC-28601/461605081_zpid/,2026-07-31T00:00:00.000Z,Listed for rent,2026-05-29T00:00:00.000Z,Sold,2026-04-10T00:00:00.000Z,Pending sale,2026-04-09T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,/homedetails/153-Harwill-Hensley-AR-72065/2082362397_zpid/,FOR_RENT,,"153 Harwill, Hensley, AR 72065",153 Harwill,2500,2359,2500,https://www.zillow.com/homedetails/153-Harwill-Hensley-AR-72065/2082362397_zpid/,2026-08-10T00:00:00.000Z,Listed for rent,2025-08-04T00:00:00.000Z,Listing removed,2025-07-01T00:00:00.000Z,Listed for rent,2025-06-30T00:00:00.000Z,Listing removed,2025-06-09T00:00:00.000Z,Listed for rent,2019-11-13T00:00:00.000Z,Listing removed,2019-10-15T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,/homedetails/7171-Corrigan-Rd-Mabelvale-AR-72103/464589349_zpid/,FOR_RENT,,"7171 Corrigan Rd, Mabelvale, AR 72103",7171 Corrigan Rd,1000,910,1000,https://www.zillow.com/homedetails/7171-Corrigan-Rd-Mabelvale-AR-72103/464589349_zpid/,2026-08-15T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10,/homedetails/148-Kelton-Dr-Hensley-AR-72065/464384218_zpid/,FOR_RENT,,"148 Kelton Dr, Hensley, AR 72065",148 Kelton Dr,2200,1907,2200,https://www.zillow.com/homedetails/148-Kelton-Dr-Hensley-AR-72065/464384218_zpid/,2026-08-07T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,16,/homedetails/677-Joyner-Loop-Lonoke-AR-72086/99406145_zpid/,FOR_RENT,,"677 Joyner Loop, Lonoke, AR 72086",677 Joyner Loop,900,1280,900,https://www.zillow.com/homedetails/677-Joyner-Loop-Lonoke-AR-72086/99406145_zpid/,2026-07-31T00:00:00.000Z,Listed for rent,2021-03-24T00:00:00.000Z,Listing removed,2020-01-24T00:00:00.000Z,Listing removed,2020-01-08T00:00:00.000Z,Listed for rent,2019-04-01T00:00:00.000Z,Listing removed,2019-03-07T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,40,/homedetails/605-Valley-Vista-Dr-Benton-AR-72019/387089_zpid/,FOR_RENT,,"605 Valley Vista Dr, Benton, AR 72019",605 Valley Vista Dr,1875,1942,1875,https://www.zillow.com/homedetails/605-Valley-Vista-Dr-Benton-AR-72019/387089_zpid/,2026-07-07T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,86,/homedetails/5694-Claridge-Dr-Hickory-NC-28602/71906250_zpid/,FOR_RENT,113500,"5694 Claridge Dr, Hickory, NC 28602",5694 Claridge Dr,2150,2200,2150,https://www.zillow.com/homedetails/5694-Claridge-Dr-Hickory-NC-28602/71906250_zpid/,2026-05-22T00:00:00.000Z,Listed for rent,2024-09-13T00:00:00.000Z,Listing removed,2024-08-02T00:00:00.000Z,Listed for rent,2000-11-03T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,38,/homedetails/26-Mustang-Dr-Cabot-AR-72023/63160976_zpid/,FOR_RENT,310000,"26 Mustang Dr, Cabot, AR 72023",26 Mustang Dr,1650,1537,1650,https://www.zillow.com/homedetails/26-Mustang-Dr-Cabot-AR-72023/63160976_zpid/,2026-07-10T00:00:00.000Z,Listed for rent,2024-06-27T00:00:00.000Z,Sold,2024-06-15T00:00:00.000Z,Listing removed,2024-04-04T00:00:00.000Z,Listed for rent,2024-03-21T00:00:00.000Z,Sold,2024-03-15T00:00:00.000Z,Contingent,2024-03-10T00:00:00.000Z,Listed for sale,2018-07-02T00:00:00.000Z,Listing removed,2018-06-26T00:00:00.000Z,Listed for rent,2017-02-07T00:00:00.000Z,Listing removed,2017-02-02T00:00:00.000Z,Listed for rent,2015-11-06T00:00:00.000Z,Listing removed,2015-10-11T00:00:00.000Z,Listed for rent,2015-08-31T00:00:00.000Z,Listing removed,2015-08-22T00:00:00.000Z,Listed for rent,2014-09-19T00:00:00.000Z,Listing removed,2014-09-04T00:00:00.000Z,Listed for rent,2013-08-26T00:00:00.000Z,Listing removed,2013-08-21T00:00:00.000Z,Listed for rent,2011-03-03T00:00:00.000Z,Listing removed,2011-02-15T00:00:00.000Z,Listed for sale,2011-01-26T00:00:00.000Z,Sold,2010-11-26T00:00:00.000Z,Price change,2010-05-30T00:00:00.000Z,Listed for sale,,,,,,,,
4,24,/homedetails/1339-37th-Avenue-Ln-NE-Hickory-NC-28601/443216841_zpid/,FOR_RENT,,"1339 37th Avenue Ln NE, Hickory, NC 28601",1339 37th Avenue Ln NE,2200,1613,2200,https://www.zillow.com/homedetails/1339-37th-Avenue-Ln-NE-Hickory-NC-28601/443216841_zpid/,2026-07-23T00:00:00.000Z,Listed for rent,2026-02-11T00:00:00.000Z,Listing removed,2026-01-28T00:00:00.000Z,Price change,2026-01-21T00:00:00.000Z,Price change,2026-01-13T00:00:00.000Z,Price change,2025-11-03T00:00:00.000Z,Listed for rent,2025-08-12T00:00:00.000Z,Listing removed,2025-06-24T00:00:00.000Z,Listed for sale,2025-03-30T00:00:00.000Z,Listing removed,2024-12-09T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,/homedetails/2517-Garden-Dr-Benton-AR-72015/348624677_zpid/,FOR_RENT,,"2517 Garden Dr, Benton, AR 72015",2517 Garden Dr,1850,1685,1850,https://www.zillow.com/homedetails/2517-Garden-Dr-Benton-AR-72015/348624677_zpid/,2026-08-11T00:00:00.000Z,Listed for rent,2024-05-09T00:00:00.000Z,Listing removed,2024-04-26T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,/homedetails/1330-37th-Avenue-Ln-NE-Hickory-NC-28601/452771842_zpid/,FOR_RENT,330000,"1330 37th Avenue Ln NE, Hickory, NC 28601",1330 37th Avenue Ln NE,2700,2368,2700,https://www.zillow.com/homedetails/1330-37th-Avenue-Ln-NE-Hickory-NC-28601/452771842_zpid/,2026-08-04T00:00:00.000Z,Listed for rent,2025-09-16T00:00:00.000Z,Sold,2025-06-09T00:00:00.000Z,Pending sale,2025-06-04T00:00:00.000Z,Price change,2025-05-31T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,/homedetails/222-18th-Ave-SE-Hickory-NC-28602/71920382_zpid/,FOR_RENT,149000,"222 18th Ave SE, Hickory, NC 28602",222 18th Ave SE,2100,1776,2100,https://www.zillow.com/homedetails/222-18th-Ave-SE-Hickory-NC-28602/71920382_zpid/,2026-08-16T00:00:00.000Z,Listed for rent,2015-09-18T00:00:00.000Z,Listing removed,2015-09-05T00:00:00.000Z,Listed for rent,2014-09-04T00:00:00.000Z,Listing removed,2014-04-18T00:00:00.000Z,Listed for sale,2012-04-06T00:00:00.000Z,Listing removed,2011-09-29T00:00:00.000Z,Listed for sale,2009-10-28T00:00:00.000Z,Sold,2005-08-19T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,27,/homedetails/98-Rosebud-Cir-Cabot-AR-72023/63160780_zpid/,FOR_RENT,197000,"98 Rosebud Cir, Cabot, AR 72023",98 Rosebud Cir,1545,1358,1545,https://www.zillow.com/homedetails/98-Rosebud-Cir-Cabot-AR-72023/63160780_zpid/,2026-08-06T00:00:00.000Z,Price change,2026-07-20T00:00:00.000Z,Listed for rent,2024-05-23T00:00:00.000Z,Sold,2024-04-19T00:00:00.000Z,Price change,2024-04-17T00:00:00.000Z,Price change,2024-04-08T00:00:00.000Z,Listed for sale,2018-05-11T00:00:00.000Z,Sold,2018-03-15T00:00:00.000Z,Listed for sale,2016-03-09T00:00:00.000Z,Sold,2015-12-03T00:00:00.000Z,Price change,2015-10-26T00:00:00.000Z,Price change,2015-10-01T00:00:00.000Z,Price change,2015-08-10T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9,/homedetails/2130-10th-St-SE-Hickory-NC-28602/463122074_zpid/,FOR_RENT,,"2130 10th St SE, Hickory, NC 28602",2130 10th St SE,2250,2174,2250,https://www.zillow.com/homedetails/2130-10th-St-SE-Hickory-NC-28602/463122074_zpid/,2026-08-07T00:00:00.000Z,Listed for rent,2026-07-20T00:00:00.000Z,Listing removed,2026-07-17T00:00:00.000Z,Price change,2026-06-11T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9,/homedetails/1417-17th-Ave-NE-Hickory-NC-28601/71551010_zpid/,FOR_RENT,99000,"1417 17th Ave NE, Hickory, NC 28601",1417 17th Ave NE,1895,1400,1895,https://www.zillow.com/homedetails/1417-17th-Ave-NE-Hickory-NC-28601/71551010_zpid/,2026-08-07T00:00:00.000Z,Listed for rent,2006-11-13T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,20,/homedetails/3707-Sterling-Oaks-Dr-Benton-AR-72019/82260701_zpid/,FOR_RENT,380000,"3707 Sterling Oaks Dr, Benton, AR 72019",3707 Sterling Oaks Dr,2895,2617,2895,https://www.zillow.com/homedetails/3707-Sterling-Oaks-Dr-Benton-AR-72019/82260701_zpid/,2026-07-27T00:00:00.000Z,Listed for rent,2025-05-10T00:00:00.000Z,Listing removed,2025-03-25T00:00:00.000Z,Listed for rent,2024-04-16T00:00:00.000Z,Listing removed,2024-04-06T00:00:00.000Z,Listed for rent,2022-04-11T00:00:00.000Z,Sold,2022-03-04T00:00:00.000Z,Listed for sale,2017-07-18T00:00:00.000Z,Sold,2017-06-02T00:00:00.000Z,Price change,2017-05-10T00:00:00.000Z,Listed for sale,2017-01-19T00:00:00.000Z,Listing removed,2017-01-09T00:00:00.000Z,Price change,2016-09-08T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,17,/homedetails/1342-37th-Avenue-Ln-NE-Hickory-NC-28601/453027689_zpid/,FOR_RENT,,"1342 37th Avenue Ln NE, Hickory, NC 28601",1342 37th Avenue Ln NE,2350,1927,2350,https://www.zillow.com/homedetails/1342-37th-Avenue-Ln-NE-Hickory-NC-28601/453027689_zpid/,2026-07-30T00:00:00.000Z,Listed for rent,2025-08-12T00:00:00.000Z,Listing removed,2025-07-31T00:00:00.000Z,Listed for rent,2025-06-14T00:00:00.000Z,Listing removed,2025-06-07T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30,/homedetails/304-E-Locust-St-Cabot-AR-72023/253225_zpid/,FOR_RENT,139000,"304 E Locust St, Cabot, AR 72023",304 E Locust St,1295,1680,1295,https://www.zillow.com/homedetails/304-E-Locust-St-Cabot-AR-72023/253225_zpid/,2026-07-18T00:00:00.000Z,Listed for rent,2026-06-06T00:00:00.000Z,Listing removed,2026-05-16T00:00:00.000Z,Listed for rent,2023-12-21T00:00:00.000Z,Listing removed,2023-12-08T00:00:00.000Z,Price change,2023-09-19T00:00:00.000Z,Listed for rent,2022-03-02T00:00:00.000Z,Listing removed,2022-02-28T00:00:00.000Z,Price change,2022-02-16T00:00:00.000Z,Listed for rent,2020-11-09T00:00:00.000Z,Sold,2020-09-21T00:00:00.000Z,Sold,2020-08-20T00:00:00.000Z,Listed for sale,2020-08-20T00:00:00.000Z,Pending sale,2020-07-10T00:00:00.000Z,Listed for sale,2014-10-24T00:00:00.000Z,Sold,2013-10-10T00:00:00.000Z,Listing removed,2013-07-13T00:00:00.000Z,Price change,2013-02-03T00:00:00.000Z,Price change,2012-11-16T00:00:00.000Z,Listed for sale,2012-07-01T00:00:00.000Z,Listing removed,2012-06-01T00:00:00.000Z,Listed for rent,2011-11-17T00:00:00.000Z,Listing removed,2011-10-07T00:00:00.000Z,Listed for rent,2011-10-07T00:00:00.000Z,Listing removed,2011-07-22T00:00:00.000Z,Listed for sale,2011-04-07T00:00:00.000Z,Listing removed,2011-01-16T00:00:00.000Z,Listed for sale,,
3,17,/homedetails/1266-18th-St-NE-Hickory-NC-28601/71903862_zpid/,FOR_RENT,225000,"1266 18th St NE, Hickory, NC 28601",1266 18th St NE,1800,1288,1800,https://www.zillow.com/homedetails/1266-18th-St-NE-Hickory-NC-28601/71903862_zpid/,2026-07-30T00:00:00.000Z,Listed for rent,2025-10-07T00:00:00.000Z,Listing removed,2025-08-27T00:00:00.000Z,Listed for rent,2025-08-22T00:00:00.000Z,Sold,2025-07-23T00:00:00.000Z,Price change,2025-07-09T00:00:00.000Z,Price change,2025-06-27T00:00:00.000Z,Price change,2025-06-06T00:00:00.000Z,Price change,2025-06-02T00:00:00.000Z,Listed for sale,2023-04-19T00:00:00.000Z,Sold,2023-03-20T00:00:00.000Z,Pending sale,2023-03-18T00:00:00.000Z,Price change,2023-03-08T00:00:00.000Z,Price change,2023-02-21T00:00:00.000Z,Price change,2023-02-10T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,/homedetails/1928-36th-Ave-NE-Hickory-NC-28601/71548772_zpid/,FOR_RENT,206146,"1928 36th Ave NE, Hickory, NC 28601",1928 36th Ave NE,1900,,1900,https://www.zillow.com/homedetails/1928-36th-Ave-NE-Hickory-NC-28601/71548772_zpid/,2026-08-04T00:00:00.000Z,Listed for rent,2023-06-02T00:00:00.000Z,Sold,2023-05-10T00:00:00.000Z,Pending sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,/homedetails/3428-Garden-Club-Dr-Bryant-AR-72022/199768703_zpid/,FOR_RENT,,"3428 Garden Club Dr, Bryant, AR 72022",3428 Garden Club Dr,1650,1600,1650,https://www.zillow.com/homedetails/3428-Garden-Club-Dr-Bryant-AR-72022/199768703_zpid/,2026-08-14T00:00:00.000Z,Listed for rent,2025-09-27T00:00:00.000Z,Listing removed,2025-09-18T00:00:00.000Z,Listed for rent,2020-06-15T00:00:00.000Z,Listing removed,2020-05-29T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3,/homedetails/1359-37th-Avenue-Ln-NE-Hickory-NC-28601/455923523_zpid/,FOR_RENT,,"1359 37th Avenue Ln NE, Hickory, NC 28601",1359 37th Avenue Ln NE,2300,1927,2300,https://www.zillow.com/homedetails/1359-37th-Avenue-Ln-NE-Hickory-NC-28601/455923523_zpid/,2026-08-13T00:00:00.000Z,Listed for rent,2025-10-07T00:00:00.000Z,Listing removed,2025-09-16T00:00:00.000Z,Price change,2025-08-13T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,/homedetails/Bryant-AR-72022/457925232_zpid/,FOR_RENT,,"(Undisclosed Address), Bryant, AR 72022",(Undisclosed Address),1350,1250,1350,https://www.zillow.com/homedetails/Bryant-AR-72022/457925232_zpid/,2026-08-06T00:00:00.000Z,Listed for rent,2025-11-17T00:00:00.000Z,Listing removed,2025-11-03T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
