listingAddress/full,listingAddress/street,listingAddress/city,listingAddress/state,listingAddress/zipCode,homeStatus,listingStatus,bedrooms,livingArea,price,listingPrice/amount,daysOnZillow,propertyUrl,hdpUrl,lastSoldPrice,listingPriceHistory/0/date,listingPriceHistory/0/event,listingPriceHistory/1/date,listingPriceHistory/1/event,listingPriceHistory/2/date,listingPriceHistory/2/event,listingPriceHistory/3/date,listingPriceHistory/3/event,listingPriceHistory/4/date,listingPriceHistory/4/event,listingPriceHistory/5/date,listingPriceHistory/5/event,listingPriceHistory/6/date,listingPriceHistory/6/event,listingPriceHistory/7/date,listingPriceHistory/7/event,listingPriceHistory/8/date,listingPriceHistory/8/event,listingPriceHistory/9/date,listingPriceHistory/9/event,listingPriceHistory/10/date,listingPriceHistory/10/event,listingPriceHistory/11/date,listingPriceHistory/11/event,listingPriceHistory/12/date,listingPriceHistory/12/event,listingPriceHistory/13/date,listingPriceHistory/13/event,listingPriceHistory/14/date,listingPriceHistory/14/event,listingPriceHistory/15/date,listingPriceHistory/15/event,listingPriceHistory/16/date,listingPriceHistory/16/event,listingPriceHistory/17/date,listingPriceHistory/17/event,listingPriceHistory/18/date,listingPriceHistory/18/event,listingPriceHistory/19/date,listingPriceHistory/19/event,listingPriceHistory/20/date,listingPriceHistory/20/event,listingPriceHistory/21/date,listingPriceHistory/21/event,listingPriceHistory/22/date,listingPriceHistory/22/event,listingPriceHistory/23/date,listingPriceHistory/23/event,listingPriceHistory/24/date,listingPriceHistory/24/event,listingPriceHistory/25/date,listingPriceHistory/25/event,listingPriceHistory/26/date,listingPriceHistory/26/event,listingPriceHistory/27/date,listingPriceHistory/27/event
"414 Newcomb Cv, Benton, AR 72015",414 Newcomb Cv,Benton,AR,72015,,forRent,3,1384,,1600,62,https://www.zillow.com/homedetails/414-Newcomb-Cv-Benton-AR-72015/384931_zpid/,,65531,2026-07-17T00:00:00.000Z,Listed for rent,2010-11-30T00:00:00.000Z,Sold,2005-03-03T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1294 Ridge Rd, Benton, AR 72015",1294 Ridge Rd,Benton,AR,72015,,forRent,3,1108,,1145,11,https://www.zillow.com/homedetails/1294-Ridge-Rd-Benton-AR-72015/114182952_zpid/,,2000,2026-09-06T00:00:00.000Z,Listed for rent,2022-08-12T00:00:00.000Z,Listing removed,2022-08-01T00:00:00.000Z,Price change,2022-07-27T00:00:00.000Z,Listed for rent,2013-02-01T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1628 Rambling Brook Dr, Benton, AR 72015",1628 Rambling Brook Dr,Benton,AR,72015,,forRent,3,1216,,1850,7,https://www.zillow.com/homedetails/1628-Rambling-Brook-Dr-Benton-AR-72015/463057763_zpid/,,200900,2026-09-10T00:00:00.000Z,Listed for rent,2026-08-28T00:00:00.000Z,Sold,2026-08-05T00:00:00.000Z,Contingent,2026-07-20T00:00:00.000Z,Price change,2026-07-09T00:00:00.000Z,Price change,2026-06-09T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8065 Chesapeake Trl, Bauxite, AR 72011",8065 Chesapeake Trl,Bauxite,AR,72011,,forRent,4,1699,,1595,9,https://www.zillow.com/homedetails/8065-Chesapeake-Trl-Bauxite-AR-72011/462191986_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-08-10T00:00:00.000Z,Price change,2026-08-06T00:00:00.000Z,Price change,2026-08-04T00:00:00.000Z,Price change,2026-07-31T00:00:00.000Z,Price change,2026-07-29T00:00:00.000Z,Listed for sale,2026-07-27T00:00:00.000Z,Contingent,2026-06-25T00:00:00.000Z,Price change,2026-06-17T00:00:00.000Z,Price change,2026-05-05T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3369 Garden Club Dr, Benton, AR 72022",3369 Garden Club Dr,Benton,AR,72022,,forRent,3,1305,,1700,4,https://www.zillow.com/homedetails/3369-Garden-Club-Dr-Benton-AR-72022/118174164_zpid/,,172500,2026-09-14T00:00:00.000Z,Listed for rent,2025-06-21T00:00:00.000Z,Listing removed,2025-05-20T00:00:00.000Z,Listed for rent,2025-02-04T00:00:00.000Z,Listing removed,2025-01-07T00:00:00.000Z,Listed for rent,2024-09-03T00:00:00.000Z,Listing removed,2024-08-27T00:00:00.000Z,Listed for rent,2022-08-31T00:00:00.000Z,Sold,2021-05-21T00:00:00.000Z,Sold,2018-06-22T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1067 Huntington Dr, Benton, AR 72019",1067 Huntington Dr,Benton,AR,72019,,forRent,4,1459,,1495,35,https://www.zillow.com/homedetails/1067-Huntington-Dr-Benton-AR-72019/2061767452_zpid/,,,2026-09-17T00:00:00.000Z,Price change,2026-08-13T00:00:00.000Z,Listed for rent,2024-11-08T00:00:00.000Z,Listing removed,2024-11-05T00:00:00.000Z,Listed for rent,2024-03-22T00:00:00.000Z,Listing removed,2024-02-27T00:00:00.000Z,Listed for rent,2023-02-14T00:00:00.000Z,Listing removed,2023-01-26T00:00:00.000Z,Listed for rent,2022-12-17T00:00:00.000Z,Listing removed,2022-12-01T00:00:00.000Z,Price change,2022-11-11T00:00:00.000Z,Price change,2022-08-26T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5041 Red Fox Trl, Bauxite, AR 72011",5041 Red Fox Trl,Bauxite,AR,72011,,forRent,3,1200,,1550,93,https://www.zillow.com/homedetails/5041-Red-Fox-Trl-Bauxite-AR-72011/2071703035_zpid/,,191000,2026-08-25T00:00:00.000Z,Price change,2026-06-23T00:00:00.000Z,Price change,2026-06-16T00:00:00.000Z,Listed for rent,2021-09-17T00:00:00.000Z,Sold,2021-06-24T00:00:00.000Z,Pending sale,2021-06-23T00:00:00.000Z,Contingent,2021-06-04T00:00:00.000Z,Price change,2021-04-30T00:00:00.000Z,Price change,2021-04-22T00:00:00.000Z,Price change,2021-04-16T00:00:00.000Z,Price change,2021-04-14T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8073 Chesapeake Trl, Bauxite, AR 72011",8073 Chesapeake Trl,Bauxite,AR,72011,,forRent,3,1442,,1495,9,https://www.zillow.com/homedetails/8073-Chesapeake-Trl-Bauxite-AR-72011/460744961_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-08-13T00:00:00.000Z,Price change,2026-07-17T00:00:00.000Z,Price change,2026-07-10T00:00:00.000Z,Price change,2026-07-08T00:00:00.000Z,Listed for sale,2026-06-12T00:00:00.000Z,Contingent,2026-06-08T00:00:00.000Z,Price change,2026-04-14T00:00:00.000Z,Price change,2026-02-27T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4326 Glenda Ln, Benton, AR 72019",4326 Glenda Ln,Benton,AR,72019,,forRent,3,1398,,1495,44,https://www.zillow.com/homedetails/4326-Glenda-Ln-Benton-AR-72019/68021994_zpid/,,157000,2026-09-17T00:00:00.000Z,Price change,2026-08-04T00:00:00.000Z,Listed for rent,2025-07-11T00:00:00.000Z,Listing removed,2025-07-01T00:00:00.000Z,Listed for rent,2025-06-26T00:00:00.000Z,Listing removed,2025-06-12T00:00:00.000Z,Price change,2025-06-04T00:00:00.000Z,Price change,2025-04-08T00:00:00.000Z,Listed for rent,2023-12-27T00:00:00.000Z,Listing removed,2023-12-19T00:00:00.000Z,Listed for rent,2023-09-04T00:00:00.000Z,Listing removed,2021-11-01T00:00:00.000Z,Listing removed,2021-10-26T00:00:00.000Z,Price change,2021-10-21T00:00:00.000Z,Price change,2021-10-04T00:00:00.000Z,Listed for rent,2021-09-03T00:00:00.000Z,Sold,2021-08-08T00:00:00.000Z,Contingent,2021-07-30T00:00:00.000Z,Listed for sale,2017-08-31T00:00:00.000Z,Sold,2017-07-28T00:00:00.000Z,Price change,2017-06-22T00:00:00.000Z,Listed for sale,2005-06-10T00:00:00.000Z,Sold,,,,,,,,,,,,
"8056 Chesapeake Trl, Bauxite, AR 72011",8056 Chesapeake Trl,Bauxite,AR,72011,,forRent,3,1651,,1545,9,https://www.zillow.com/homedetails/8056-Chesapeake-Trl-Bauxite-AR-72011/457082351_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-08-10T00:00:00.000Z,Price change,2026-07-17T00:00:00.000Z,Price change,2026-07-06T00:00:00.000Z,Price change,2026-06-25T00:00:00.000Z,Price change,2026-05-19T00:00:00.000Z,Price change,2026-05-05T00:00:00.000Z,Listed for sale,2025-10-02T00:00:00.000Z,Listing removed,2025-09-30T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8072 Chesapeake Trl, Bauxite, AR 72011",8072 Chesapeake Trl,Bauxite,AR,72011,,forRent,4,1492,,1650,6,https://www.zillow.com/homedetails/8072-Chesapeake-Trl-Bauxite-AR-72011/457082278_zpid/,,208600,2026-09-12T00:00:00.000Z,Listed for rent,2026-07-30T00:00:00.000Z,Sold,2026-07-09T00:00:00.000Z,Contingent,2026-07-06T00:00:00.000Z,Price change,2026-06-25T00:00:00.000Z,Price change,2026-06-08T00:00:00.000Z,Price change,2026-04-11T00:00:00.000Z,Price change,2026-04-03T00:00:00.000Z,Price change,2026-03-31T00:00:00.000Z,Price change,2026-03-18T00:00:00.000Z,Price change,2026-03-16T00:00:00.000Z,Price change,2026-02-17T00:00:00.000Z,Listed for sale,2025-10-02T00:00:00.000Z,Listing removed,2025-09-30T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8024 Chesapeake Trl, Bauxite, AR 72011",8024 Chesapeake Trl,Bauxite,AR,72011,,forRent,3,1248,,1345,9,https://www.zillow.com/homedetails/8024-Chesapeake-Trl-Bauxite-AR-72011/457082320_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-07-24T00:00:00.000Z,Price change,2026-07-23T00:00:00.000Z,Listed for sale,2025-10-02T00:00:00.000Z,Listing removed,2025-09-30T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8049 Chesapeake Trl, Bauxite, AR 72011",8049 Chesapeake Trl,Bauxite,AR,72011,,forRent,3,1301,,1395,9,https://www.zillow.com/homedetails/8049-Chesapeake-Trl-Bauxite-AR-72011/463059708_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-08-10T00:00:00.000Z,Price change,2026-08-04T00:00:00.000Z,Price change,2026-06-25T00:00:00.000Z,Price change,2026-06-18T00:00:00.000Z,Price change,2026-06-09T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7001 Potomac Trl, Bauxite, AR 72011",7001 Potomac Trl,Bauxite,AR,72011,,forRent,3,1051,,1295,9,https://www.zillow.com/homedetails/7001-Potomac-Trl-Bauxite-AR-72011/461516494_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-08-10T00:00:00.000Z,Price change,2026-07-17T00:00:00.000Z,Price change,2026-06-25T00:00:00.000Z,Price change,2026-06-17T00:00:00.000Z,Price change,2026-05-19T00:00:00.000Z,Price change,2026-04-05T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8057 Chesapeake Trl, Bauxite, AR 72011",8057 Chesapeake Trl,Bauxite,AR,72011,,forRent,4,1496,,1545,9,https://www.zillow.com/homedetails/8057-Chesapeake-Trl-Bauxite-AR-72011/462191990_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-08-13T00:00:00.000Z,Price change,2026-08-10T00:00:00.000Z,Price change,2026-08-04T00:00:00.000Z,Price change,2026-06-25T00:00:00.000Z,Price change,2026-06-17T00:00:00.000Z,Price change,2026-05-05T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"911 James Madison Dr, Benton, AR 72019",911 James Madison Dr,Benton,AR,72019,,forRent,3,2014,,1700,1,https://www.zillow.com/homedetails/911-James-Madison-Dr-Benton-AR-72019/82278084_zpid/,,175000,2026-09-16T00:00:00.000Z,Listed for rent,2024-07-26T00:00:00.000Z,Sold,2021-07-01T00:00:00.000Z,Sold,2014-03-12T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8000 Chesapeake Trl, Bauxite, AR 72011",8000 Chesapeake Trl,Bauxite,AR,72011,,forRent,3,1373,,1445,9,https://www.zillow.com/homedetails/8000-Chesapeake-Trl-Bauxite-AR-72011/464083308_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-07-24T00:00:00.000Z,Price change,2026-07-23T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2925 Gillis Dr, Benton, AR 72015",2925 Gillis Dr,Benton,AR,72015,,forRent,4,2021,,2350,10,https://www.zillow.com/homedetails/2925-Gillis-Dr-Benton-AR-72015/2068772088_zpid/,,,2026-09-07T00:00:00.000Z,Listed for rent,2025-02-28T00:00:00.000Z,Listing removed,2025-02-07T00:00:00.000Z,Listed for rent,2021-10-21T00:00:00.000Z,Listing removed,2021-08-19T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"804 Drake Dr, Conway, AR 72034",804 Drake Dr,Conway,AR,72034,,forRent,3,1663,,1650,7,https://www.zillow.com/homedetails/804-Drake-Dr-Conway-AR-72034/243037_zpid/,,164500,2026-09-11T00:00:00.000Z,Listed for rent,2024-04-20T00:00:00.000Z,Listing removed,2024-04-09T00:00:00.000Z,Listed for rent,2023-09-11T00:00:00.000Z,Listing removed,2023-09-10T00:00:00.000Z,Listed for rent,2023-09-10T00:00:00.000Z,Listing removed,2023-08-29T00:00:00.000Z,Price change,2023-08-22T00:00:00.000Z,Price change,2023-08-16T00:00:00.000Z,Price change,2023-08-09T00:00:00.000Z,Price change,2023-08-02T00:00:00.000Z,Price change,2023-07-25T00:00:00.000Z,Price change,2023-07-19T00:00:00.000Z,Price change,2023-06-03T00:00:00.000Z,Listed for rent,2017-03-06T00:00:00.000Z,Sold,2016-10-17T00:00:00.000Z,Listed for sale,2015-06-05T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,
"1430 Arapaho Trl, Conway, AR 72034",1430 Arapaho Trl,Conway,AR,72034,,forRent,3,1118,,1350,1,https://www.zillow.com/homedetails/1430-Arapaho-Trl-Conway-AR-72034/35730285_zpid/,,164346,2026-09-16T00:00:00.000Z,Listed for rent,2024-09-23T00:00:00.000Z,Listing removed,2024-07-09T00:00:00.000Z,Listed for rent,2023-04-08T00:00:00.000Z,Listing removed,2023-03-29T00:00:00.000Z,Listed for rent,2022-06-03T00:00:00.000Z,Sold,2007-04-05T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7 Cabernet Way, Mayflower, AR 72106",7 Cabernet Way,Mayflower,AR,72106,,forRent,3,1290,,1600,15,https://www.zillow.com/homedetails/7-Cabernet-Way-Mayflower-AR-72106/463057997_zpid/,,208300,2026-09-02T00:00:00.000Z,Listed for rent,2026-08-28T00:00:00.000Z,Sold,2026-08-12T00:00:00.000Z,Price change,2026-08-11T00:00:00.000Z,Listed for sale,2026-08-11T00:00:00.000Z,Contingent,2026-08-10T00:00:00.000Z,Price change,2026-07-08T00:00:00.000Z,Price change,2026-06-09T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1620 Rambling Brook Dr, Benton, AR 72015",1620 Rambling Brook Dr,Benton,AR,72015,,forRent,3,1355,,1850,7,https://www.zillow.com/homedetails/1620-Rambling-Brook-Dr-Benton-AR-72015/463057732_zpid/,,206900,2026-09-10T00:00:00.000Z,Listed for rent,2026-08-28T00:00:00.000Z,Sold,2026-08-05T00:00:00.000Z,Contingent,2026-07-20T00:00:00.000Z,Price change,2026-07-09T00:00:00.000Z,Price change,2026-06-09T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13900 Ridgecrest Dr, Alexander, AR 72002",13900 Ridgecrest Dr,Alexander,AR,72002,,forRent,3,1088,,1595,23,https://www.zillow.com/homedetails/13900-Ridgecrest-Dr-Alexander-AR-72002/49814165_zpid/,,100000,2026-08-31T00:00:00.000Z,Sold,2026-08-25T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8040 Chesapeake Trl, Bauxite, AR 72011",8040 Chesapeake Trl,Bauxite,AR,72011,,forRent,4,1496,,1495,9,https://www.zillow.com/homedetails/8040-Chesapeake-Trl-Bauxite-AR-72011/457082335_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-08-13T00:00:00.000Z,Price change,2026-08-10T00:00:00.000Z,Price change,2026-07-17T00:00:00.000Z,Price change,2026-07-06T00:00:00.000Z,Price change,2026-06-25T00:00:00.000Z,Price change,2026-06-17T00:00:00.000Z,Price change,2026-06-08T00:00:00.000Z,Price change,2026-05-05T00:00:00.000Z,Listed for sale,2025-10-02T00:00:00.000Z,Listing removed,2025-09-30T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5210 Stockton Rd, Conway, AR 72034",5210 Stockton Rd,Conway,AR,72034,,forRent,3,1245,,1400,13,https://www.zillow.com/homedetails/5210-Stockton-Rd-Conway-AR-72034/63265504_zpid/,,,2026-09-04T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1505 Hathaway Dr, Conway, AR 72034",1505 Hathaway Dr,Conway,AR,72034,,forRent,3,1207,,1475,14,https://www.zillow.com/homedetails/1505-Hathaway-Dr-Conway-AR-72034/241555_zpid/,,70000,2026-09-03T00:00:00.000Z,Listed for rent,2024-01-31T00:00:00.000Z,Listing removed,2024-01-30T00:00:00.000Z,Listed for rent,2024-01-29T00:00:00.000Z,Listing removed,2024-01-27T00:00:00.000Z,Listed for rent,2016-01-09T00:00:00.000Z,Listing removed,2015-12-15T00:00:00.000Z,Listed for rent,2015-09-24T00:00:00.000Z,Sold,2015-08-15T00:00:00.000Z,Listed for sale,2013-10-31T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2007 Arkansas Ave, Conway, AR 72034",2007 Arkansas Ave,Conway,AR,72034,,forRent,3,1301,,1495,16,https://www.zillow.com/homedetails/2007-Arkansas-Ave-Conway-AR-72034/234341_zpid/,,90000,2026-09-02T00:00:00.000Z,Listed for rent,2026-08-26T00:00:00.000Z,Sold,2026-08-25T00:00:00.000Z,Contingent,2026-07-20T00:00:00.000Z,Price change,2026-05-19T00:00:00.000Z,Listed for sale,2026-05-19T00:00:00.000Z,Listing removed,2026-04-17T00:00:00.000Z,Price change,2026-03-09T00:00:00.000Z,Price change,2025-11-18T00:00:00.000Z,Listed for sale,2015-02-18T00:00:00.000Z,Sold,2012-05-07T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8016 Chesapeake Trl, Bauxite, AR 72011",8016 Chesapeake Trl,Bauxite,AR,72011,,forRent,3,1442,,1495,9,https://www.zillow.com/homedetails/8016-Chesapeake-Trl-Bauxite-AR-72011/457082295_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-08-13T00:00:00.000Z,Price change,2026-07-24T00:00:00.000Z,Price change,2026-07-23T00:00:00.000Z,Listed for sale,2025-10-02T00:00:00.000Z,Listing removed,2025-09-30T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"802 Gussy Ln, Benton, AR 72019",802 Gussy Ln,Benton,AR,72019,,forRent,4,1459,,1650,27,https://www.zillow.com/homedetails/802-Gussy-Ln-Benton-AR-72019/460667108_zpid/,,222900,2026-08-21T00:00:00.000Z,Listed for rent,2026-08-11T00:00:00.000Z,Sold,2026-07-13T00:00:00.000Z,Contingent,2026-07-04T00:00:00.000Z,Price change,2026-06-03T00:00:00.000Z,Listed for sale,2026-05-01T00:00:00.000Z,Contingent,2026-04-14T00:00:00.000Z,Price change,2026-04-07T00:00:00.000Z,Price change,2026-04-02T00:00:00.000Z,Price change,2026-02-27T00:00:00.000Z,Price change,2026-02-24T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"294 Stone Mountain Rd, Conway, AR 72032",294 Stone Mountain Rd,Conway,AR,72032,,forRent,3,1216,,1650,4,https://www.zillow.com/homedetails/294-Stone-Mountain-Rd-Conway-AR-72032/122006123_zpid/,,42300,2026-09-13T00:00:00.000Z,Listed for rent,2025-04-17T00:00:00.000Z,Sold,2025-03-26T00:00:00.000Z,Contingent,2025-03-22T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1411 Oak Glenn Ct, Bryant, AR 72022",1411 Oak Glenn Ct,Bryant,AR,72022,,forRent,3,1400,,1650,2,https://www.zillow.com/homedetails/1411-Oak-Glenn-Ct-Bryant-AR-72022/199778685_zpid/,,,2026-09-15T00:00:00.000Z,Listed for rent,2026-05-28T00:00:00.000Z,Listing removed,2026-05-06T00:00:00.000Z,Listed for rent,2025-11-06T00:00:00.000Z,Listing removed,2025-09-18T00:00:00.000Z,Listed for rent,2024-02-16T00:00:00.000Z,Listing removed,2024-01-08T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21 Meadowlark Dr, Cabot, AR 72023",21 Meadowlark Dr,Cabot,AR,72023,,forRent,3,1013,,1395,37,https://www.zillow.com/homedetails/21-Meadowlark-Dr-Cabot-AR-72023/255213_zpid/,,147900,2026-08-12T00:00:00.000Z,Listed for rent,2024-01-16T00:00:00.000Z,Listing removed,2024-01-04T00:00:00.000Z,Sold,2023-08-22T00:00:00.000Z,Sold,2023-07-17T00:00:00.000Z,Contingent,2023-05-12T00:00:00.000Z,Listed for sale,2023-04-19T00:00:00.000Z,Listing removed,2023-03-17T00:00:00.000Z,Listed for rent,2022-03-21T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2933 Gillis Dr, Benton, AR 72015",2933 Gillis Dr,Benton,AR,72015,,forRent,5,2500,,2500,10,https://www.zillow.com/homedetails/2933-Gillis-Dr-Benton-AR-72015/443098023_zpid/,,,2026-09-07T00:00:00.000Z,Listed for rent,2025-02-28T00:00:00.000Z,Listing removed,2025-02-18T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1602 Harmon Dr, Benton, AR 72015",1602 Harmon Dr,Benton,AR,72015,,forRent,4,1881,,1595,0,https://www.zillow.com/homedetails/1602-Harmon-Dr-Benton-AR-72015/384937_zpid/,,100000,2026-09-18T00:00:00.000Z,Listed for rent,2025-09-12T00:00:00.000Z,Listing removed,2025-06-03T00:00:00.000Z,Listed for rent,2025-05-27T00:00:00.000Z,Listing removed,2025-05-22T00:00:00.000Z,Listed for sale,2025-05-13T00:00:00.000Z,Sold,2025-05-13T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1804 Clara Dr, Conway, AR 72034",1804 Clara Dr,Conway,AR,72034,,forRent,3,2000,,1695,13,https://www.zillow.com/homedetails/1804-Clara-Dr-Conway-AR-72034/235007_zpid/,,20000,2026-09-04T00:00:00.000Z,Listed for rent,2024-07-11T00:00:00.000Z,Listing removed,2024-06-26T00:00:00.000Z,Listed for rent,2023-06-13T00:00:00.000Z,Listing removed,2023-05-30T00:00:00.000Z,Listed for rent,2022-05-04T00:00:00.000Z,Listing removed,2022-04-06T00:00:00.000Z,Listed for rent,2019-05-17T00:00:00.000Z,Listing removed,2019-05-15T00:00:00.000Z,Listed for rent,2015-12-07T00:00:00.000Z,Listing removed,2015-09-23T00:00:00.000Z,Listed for rent,2014-06-21T00:00:00.000Z,Listing removed,2014-05-12T00:00:00.000Z,Listed for rent,2013-05-06T00:00:00.000Z,Sold,2013-04-25T00:00:00.000Z,Listing removed,2013-04-24T00:00:00.000Z,Price change,2013-03-24T00:00:00.000Z,Listed for rent,2012-03-18T00:00:00.000Z,Listing removed,2012-03-15T00:00:00.000Z,Price change,2012-03-05T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,
"6409 Walnut Cv, Benton, AR 72019",6409 Walnut Cv,Benton,AR,72019,,forRent,3,2024,,1300,9,https://www.zillow.com/homedetails/6409-Walnut-Cv-Benton-AR-72019/371444_zpid/,,0,2026-09-08T00:00:00.000Z,Listed for rent,2026-05-01T00:00:00.000Z,Listing removed,2026-04-16T00:00:00.000Z,Listed for rent,2023-04-05T00:00:00.000Z,Listing removed,2023-03-29T00:00:00.000Z,Listed for rent,2022-07-12T00:00:00.000Z,Listing removed,2022-07-04T00:00:00.000Z,Listed for rent,2021-07-01T00:00:00.000Z,Listing removed,2021-06-27T00:00:00.000Z,Listed for rent,2017-03-21T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1105 River Oaks Dr, Benton, AR 72019",1105 River Oaks Dr,Benton,AR,72019,,forRent,4,2350,,2600,44,https://www.zillow.com/homedetails/1105-River-Oaks-Dr-Benton-AR-72019/453260567_zpid/,,,2026-08-04T00:00:00.000Z,Listed for rent,2025-07-28T00:00:00.000Z,Listing removed,2025-07-04T00:00:00.000Z,Price change,2025-06-21T00:00:00.000Z,Price change,2025-06-12T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2906 Pamela, Benton, AR 72015",2906 Pamela,Benton,AR,72015,,forRent,3,1372,,1495,24,https://www.zillow.com/homedetails/2906-Pamela-Benton-AR-72015/385308_zpid/,,,2026-08-25T00:00:00.000Z,Listed for rent,2025-08-04T00:00:00.000Z,Listing removed,2025-07-29T00:00:00.000Z,Price change,2025-07-08T00:00:00.000Z,Price change,2025-03-05T00:00:00.000Z,Listed for rent,2025-02-27T00:00:00.000Z,Listing removed,2025-02-24T00:00:00.000Z,Price change,2025-02-14T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
