listingAddress/full,listingAddress/street,listingAddress/city,listingAddress/state,homeStatus,listingStatus,bedrooms,livingArea,price,listingPrice/amount,daysOnZillow,propertyUrl,hdpUrl,lastSoldPrice,listingPriceHistory/0/date,listingPriceHistory/0/event,listingPriceHistory/1/date,listingPriceHistory/1/event,listingPriceHistory/2/date,listingPriceHistory/2/event,listingPriceHistory/3/date,listingPriceHistory/3/event,listingPriceHistory/4/date,listingPriceHistory/4/event,listingPriceHistory/5/date,listingPriceHistory/5/event,listingPriceHistory/6/date,listingPriceHistory/6/event,listingPriceHistory/7/date,listingPriceHistory/7/event,listingPriceHistory/8/date,listingPriceHistory/8/event,listingPriceHistory/9/date,listingPriceHistory/9/event,listingPriceHistory/10/date,listingPriceHistory/10/event,listingPriceHistory/11/date,listingPriceHistory/11/event,listingPriceHistory/12/date,listingPriceHistory/12/event,listingPriceHistory/13/date,listingPriceHistory/13/event,listingPriceHistory/14/date,listingPriceHistory/14/event,listingPriceHistory/15/date,listingPriceHistory/15/event,listingPriceHistory/16/date,listingPriceHistory/16/event,listingPriceHistory/17/date,listingPriceHistory/17/event,listingPriceHistory/18/date,listingPriceHistory/18/event,listingPriceHistory/19/date,listingPriceHistory/19/event,listingPriceHistory/20/date,listingPriceHistory/20/event,listingPriceHistory/21/date,listingPriceHistory/21/event,listingPriceHistory/22/date,listingPriceHistory/22/event,listingPriceHistory/23/date,listingPriceHistory/23/event,listingPriceHistory/24/date,listingPriceHistory/24/event,listingPriceHistory/25/date,listingPriceHistory/25/event,listingPriceHistory/26/date,listingPriceHistory/26/event,listingPriceHistory/27/date,listingPriceHistory/27/event,listingPriceHistory/28/date,listingPriceHistory/28/event,listingPriceHistory/29/date,listingPriceHistory/29/event
"4003 Gunnison Ln NW, Huntsville, AL 35810",4003 Gunnison Ln NW,Huntsville,AL,,forRent,4,1819,,1800,21,https://www.zillow.com/homedetails/4003-Gunnison-Ln-NW-Huntsville-AL-35810/92162596_zpid/,,172500,2026-09-04T00:00:00.000Z,Listed for rent,2024-09-12T00:00:00.000Z,Listing removed,2024-07-12T00:00:00.000Z,Listed for rent,2023-04-06T00:00:00.000Z,Sold,2023-03-13T00:00:00.000Z,Pending sale,2023-03-06T00:00:00.000Z,Listed for sale,2022-05-24T00:00:00.000Z,Sold,2015-01-21T00:00:00.000Z,Listing removed,2014-12-08T00:00:00.000Z,Price change,2014-09-26T00:00:00.000Z,Listed for rent,2014-09-19T00:00:00.000Z,Listing removed,2014-08-02T00:00:00.000Z,Listed for sale,2014-06-10T00:00:00.000Z,Listing removed,2014-05-02T00:00:00.000Z,Price change,2014-01-11T00:00:00.000Z,Price change,2013-12-10T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4402 Kiger St SW, Huntsville, AL 35805",4402 Kiger St SW,Huntsville,AL,,forRent,3,1040,,1355,44,https://www.zillow.com/homedetails/4402-Kiger-St-SW-Huntsville-AL-35805/92084197_zpid/,,151000,2026-09-24T00:00:00.000Z,Price change,2026-08-20T00:00:00.000Z,Price change,2026-08-12T00:00:00.000Z,Listed for rent,2026-07-27T00:00:00.000Z,Sold,2026-07-13T00:00:00.000Z,Contingent,2026-07-10T00:00:00.000Z,Price change,2026-05-16T00:00:00.000Z,Listed for sale,2026-04-21T00:00:00.000Z,Listing removed,2026-02-04T00:00:00.000Z,Listed for rent,2024-01-05T00:00:00.000Z,Listing removed,2023-12-13T00:00:00.000Z,Listed for rent,2019-06-19T00:00:00.000Z,Listing removed,2019-06-12T00:00:00.000Z,Listed for rent,2019-04-18T00:00:00.000Z,Sold,2013-09-19T00:00:00.000Z,Listing removed,2013-09-17T00:00:00.000Z,Price change,2013-07-10T00:00:00.000Z,Listed for rent,2012-09-08T00:00:00.000Z,Listing removed,2012-08-15T00:00:00.000Z,Listed for rent,2011-12-04T00:00:00.000Z,Listing removed,2011-09-22T00:00:00.000Z,Listed for rent,2006-12-04T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,
"110 Bridgeway Ln, Madison, AL 35758",110 Bridgeway Ln,Madison,AL,,forRent,3,2107,,1995,51,https://www.zillow.com/homedetails/110-Bridgeway-Ln-Madison-AL-35758/92161674_zpid/,,178900,2026-08-12T00:00:00.000Z,Price change,2026-08-04T00:00:00.000Z,Listed for rent,2023-08-11T00:00:00.000Z,Listing removed,2023-08-03T00:00:00.000Z,Listed for rent,2019-08-21T00:00:00.000Z,Listing removed,2019-08-13T00:00:00.000Z,Price change,2019-07-27T00:00:00.000Z,Price change,2019-07-20T00:00:00.000Z,Listed for rent,2015-06-10T00:00:00.000Z,Sold,2015-04-02T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2 Youpon Dr SW, Huntsville, AL 35824",2 Youpon Dr SW,Huntsville,AL,,forRent,4,3190,,3000,8,https://www.zillow.com/homedetails/2-Youpon-Dr-SW-Huntsville-AL-35824/109491366_zpid/,,512500,2026-09-16T00:00:00.000Z,Listed for rent,2022-05-18T00:00:00.000Z,Sold,2022-04-11T00:00:00.000Z,Contingent,2022-04-08T00:00:00.000Z,Listed for sale,2017-07-31T00:00:00.000Z,Sold,2017-05-13T00:00:00.000Z,Listed for sale,2014-09-30T00:00:00.000Z,Sold,2013-09-20T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"263 Shadow Ct SW, Huntsville, AL 35824",263 Shadow Ct SW,Huntsville,AL,,forRent,4,1755,,1699,41,https://www.zillow.com/homedetails/263-Shadow-Ct-SW-Huntsville-AL-35824/92147643_zpid/,,7500,2026-08-26T00:00:00.000Z,Price change,2026-08-14T00:00:00.000Z,Listed for rent,2023-10-25T00:00:00.000Z,Listing removed,2023-10-22T00:00:00.000Z,Price change,2023-10-18T00:00:00.000Z,Price change,2023-10-03T00:00:00.000Z,Listed for rent,2005-10-03T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"223 Wilcot Rd, Meridianville, AL 35759",223 Wilcot Rd,Meridianville,AL,,forRent,4,1748,,2600,70,https://www.zillow.com/homedetails/223-Wilcot-Rd-Meridianville-AL-35759/2073523737_zpid/,,275000,2026-07-17T00:00:00.000Z,Listed for rent,2026-02-27T00:00:00.000Z,Sold,2025-05-16T00:00:00.000Z,Listing removed,2025-04-04T00:00:00.000Z,Listed for rent,2025-04-03T00:00:00.000Z,Listing removed,2025-03-25T00:00:00.000Z,Listed for rent,2025-03-25T00:00:00.000Z,Listing removed,2025-02-05T00:00:00.000Z,Listed for rent,2021-08-20T00:00:00.000Z,Sold,2021-02-22T00:00:00.000Z,Pending sale,2020-12-18T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1909 Capri Dr NE, Huntsville, AL 35811",1909 Capri Dr NE,Huntsville,AL,,forRent,4,2150,,2000,78,https://www.zillow.com/homedetails/1909-Capri-Dr-NE-Huntsville-AL-35811/92123499_zpid/,,145000,2026-08-23T00:00:00.000Z,Price change,2026-07-27T00:00:00.000Z,Price change,2026-07-09T00:00:00.000Z,Listed for rent,2024-03-17T00:00:00.000Z,Listing removed,2023-12-30T00:00:00.000Z,Listed for rent,2017-04-19T00:00:00.000Z,Sold,2017-02-20T00:00:00.000Z,Listed for sale,2016-12-01T00:00:00.000Z,Listing removed,2016-09-07T00:00:00.000Z,Price change,2016-08-08T00:00:00.000Z,Price change,2016-06-30T00:00:00.000Z,Listed for sale,2010-04-20T00:00:00.000Z,Sold,2005-04-29T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"512 Summer Cove Cir, Madison, AL 35757",512 Summer Cove Cir,Madison,AL,,forRent,4,3000,,2650,10,https://www.zillow.com/homedetails/512-Summer-Cove-Cir-Madison-AL-35757/444689433_zpid/,,257108,2026-09-14T00:00:00.000Z,Listed for rent,2018-04-09T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3610 Williamsburg Dr NW, Huntsville, AL 35810",3610 Williamsburg Dr NW,Huntsville,AL,,forRent,3,1400,,1395,8,https://www.zillow.com/homedetails/3610-Williamsburg-Dr-NW-Huntsville-AL-35810/91813670_zpid/,,55000,2026-09-16T00:00:00.000Z,Listed for rent,2026-01-23T00:00:00.000Z,Listing removed,2025-12-11T00:00:00.000Z,Listed for rent,2011-01-13T00:00:00.000Z,Sold,2010-08-18T00:00:00.000Z,Listed for sale,2010-05-05T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"194 Abercorn Dr, Madison, AL 35756",194 Abercorn Dr,Madison,AL,,forRent,4,2200,,2200,15,https://www.zillow.com/homedetails/194-Abercorn-Dr-Madison-AL-35756/2076505023_zpid/,,279720,2026-09-09T00:00:00.000Z,Listed for rent,2022-04-04T00:00:00.000Z,Sold,2021-01-04T00:00:00.000Z,Pending sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2224 Briarcliff Rd SE, Huntsville, AL 35801",2224 Briarcliff Rd SE,Huntsville,AL,,forRent,5,4028,,3795,8,https://www.zillow.com/homedetails/2224-Briarcliff-Rd-SE-Huntsville-AL-35801/92140672_zpid/,,535000,2026-09-16T00:00:00.000Z,Listed for rent,2026-06-13T00:00:00.000Z,Sold,2026-04-27T00:00:00.000Z,Contingent,2026-04-02T00:00:00.000Z,Price change,2026-03-02T00:00:00.000Z,Price change,2025-12-16T00:00:00.000Z,Price change,2025-09-17T00:00:00.000Z,Price change,2025-08-25T00:00:00.000Z,Listed for sale,2020-10-23T00:00:00.000Z,Sold,2020-08-17T00:00:00.000Z,Price change,2020-07-25T00:00:00.000Z,Price change,2020-07-13T00:00:00.000Z,Price change,2020-06-19T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"113 Vanguard St, Harvest, AL 35749",113 Vanguard St,Harvest,AL,,forRent,4,3450,,3490,22,https://www.zillow.com/homedetails/113-Vanguard-St-Harvest-AL-35749/92098247_zpid/,,517400,2026-09-02T00:00:00.000Z,Listed for rent,2025-08-01T00:00:00.000Z,Sold,2025-07-14T00:00:00.000Z,Pending sale,2025-07-07T00:00:00.000Z,Listed for sale,2025-06-17T00:00:00.000Z,Pending sale,2025-06-07T00:00:00.000Z,Price change,2025-05-02T00:00:00.000Z,Price change,2025-04-09T00:00:00.000Z,Price change,2025-02-21T00:00:00.000Z,Listed for sale,2023-04-20T00:00:00.000Z,Sold,2021-12-28T00:00:00.000Z,Sold,2007-08-01T00:00:00.000Z,Sold,2006-01-27T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"178 Sarah Jane Dr, Madison, AL 35757",178 Sarah Jane Dr,Madison,AL,,forRent,4,2672,,2500,29,https://www.zillow.com/homedetails/178-Sarah-Jane-Dr-Madison-AL-35757/109365028_zpid/,,375000,2026-08-27T00:00:00.000Z,Listed for rent,2025-07-22T00:00:00.000Z,Listing removed,2025-06-19T00:00:00.000Z,Listed for rent,2022-06-24T00:00:00.000Z,Listing removed,2022-06-17T00:00:00.000Z,Listed for rent,2022-05-05T00:00:00.000Z,Sold,2022-04-13T00:00:00.000Z,Pending sale,2022-04-11T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"107 Ann Bradley Dr, Huntsville, AL 35811",107 Ann Bradley Dr,Huntsville,AL,,forRent,3,1352,,1500,29,https://www.zillow.com/homedetails/107-Ann-Bradley-Dr-Huntsville-AL-35811/92141454_zpid/,,152000,2026-09-15T00:00:00.000Z,Price change,2026-08-27T00:00:00.000Z,Listed for rent,2026-08-20T00:00:00.000Z,Listing removed,2026-07-08T00:00:00.000Z,Listed for rent,2025-02-18T00:00:00.000Z,Listing removed,2025-01-28T00:00:00.000Z,Listed for rent,2020-03-28T00:00:00.000Z,Listing removed,2020-03-20T00:00:00.000Z,Sold,2020-03-19T00:00:00.000Z,Listed for rent,2020-02-27T00:00:00.000Z,Listed for sale,2017-03-24T00:00:00.000Z,Sold,2005-11-30T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"163 Kingswood Dr, Huntsville, AL 35806",163 Kingswood Dr,Huntsville,AL,,forRent,4,2303,,2300,2,https://www.zillow.com/homedetails/163-Kingswood-Dr-Huntsville-AL-35806/331259404_zpid/,,290000,2026-09-22T00:00:00.000Z,Listed for rent,2026-09-22T00:00:00.000Z,Listing removed,2026-09-02T00:00:00.000Z,Listed for rent,2023-08-24T00:00:00.000Z,Listing removed,2023-08-19T00:00:00.000Z,Listed for rent,2020-07-10T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5010 Montauk Trl SE, Owens Cross Roads, AL 35763",5010 Montauk Trl SE,Owens Cross Roads,AL,,forRent,3,1851,,2000,9,https://www.zillow.com/homedetails/5010-Montauk-Trl-SE-Owens-Cross-Roads-AL-35763/109338902_zpid/,,194250,2026-09-15T00:00:00.000Z,Listed for rent,2025-05-23T00:00:00.000Z,Listing removed,2025-05-17T00:00:00.000Z,Listed for rent,2023-04-09T00:00:00.000Z,Listing removed,2023-04-05T00:00:00.000Z,Listed for rent,2021-12-21T00:00:00.000Z,Listing removed,2021-12-12T00:00:00.000Z,Listed for rent,2020-02-15T00:00:00.000Z,Listing removed,2020-01-27T00:00:00.000Z,Listed for rent,2019-09-06T00:00:00.000Z,Sold,2019-08-02T00:00:00.000Z,Pending sale,2019-07-31T00:00:00.000Z,Listed for sale,2009-10-23T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"228 Whitestone Dr NE, Huntsville, AL 35810",228 Whitestone Dr NE,Huntsville,AL,,forRent,3,1508,,1395,0,https://www.zillow.com/homedetails/228-Whitestone-Dr-NE-Huntsville-AL-35810/92159619_zpid/,,157500,2026-09-25T00:00:00.000Z,Listed for rent,2026-09-25T00:00:00.000Z,Listing removed,2026-09-14T00:00:00.000Z,Price change,2026-08-14T00:00:00.000Z,Price change,2026-07-21T00:00:00.000Z,Price change,2026-07-02T00:00:00.000Z,Listed for rent,2024-04-22T00:00:00.000Z,Listing removed,2024-02-23T00:00:00.000Z,Price change,2024-02-02T00:00:00.000Z,Listed for rent,2023-11-29T00:00:00.000Z,Sold,2015-07-31T00:00:00.000Z,Sold,2007-03-16T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"206 Murphy Ln, Madison, AL 35756",206 Murphy Ln,Madison,AL,,forRent,4,1495,,2000,38,https://www.zillow.com/homedetails/206-Murphy-Ln-Madison-AL-35756/2055685237_zpid/,,290415,2026-09-16T00:00:00.000Z,Price change,2026-08-27T00:00:00.000Z,Price change,2026-08-17T00:00:00.000Z,Listed for rent,2024-02-06T00:00:00.000Z,Sold,2023-12-06T00:00:00.000Z,Pending sale,2023-09-06T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"99 She Oak Dr, Huntsville, AL 35824",99 She Oak Dr,Huntsville,AL,,forRent,3,1629,,2050,49,https://www.zillow.com/homedetails/99-She-Oak-Dr-Huntsville-AL-35824/464373755_zpid/,,,2026-08-10T00:00:00.000Z,Price change,2026-08-06T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7211 Holly Creek Dr SE, Owens Cross Roads, AL 35763",7211 Holly Creek Dr SE,Owens Cross Roads,AL,,forRent,4,2104,,2100,31,https://www.zillow.com/homedetails/7211-Holly-Creek-Dr-SE-Owens-Cross-Roads-AL-35763/460562297_zpid/,,,2026-09-15T00:00:00.000Z,Price change,2026-08-25T00:00:00.000Z,Listed for rent,2026-05-02T00:00:00.000Z,Listing removed,2026-04-23T00:00:00.000Z,Price change,2026-04-08T00:00:00.000Z,Price change,2026-03-22T00:00:00.000Z,Price change,2026-02-20T00:00:00.000Z,Price change,2026-02-18T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"158 Lewis Ln, Madison, AL 35758",158 Lewis Ln,Madison,AL,,forRent,3,1920,,1800,9,https://www.zillow.com/homedetails/158-Lewis-Ln-Madison-AL-35758/92149017_zpid/,,131200,2026-09-16T00:00:00.000Z,Listed for rent,2026-09-16T00:00:00.000Z,Listing removed,2026-08-06T00:00:00.000Z,Listed for rent,2026-02-26T00:00:00.000Z,Listing removed,2025-11-14T00:00:00.000Z,Listed for rent,2024-11-06T00:00:00.000Z,Listing removed,2024-10-17T00:00:00.000Z,Listed for rent,2024-10-05T00:00:00.000Z,Listing removed,2024-09-26T00:00:00.000Z,Listed for rent,2020-12-09T00:00:00.000Z,Sold,2018-09-12T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1000 Lowell Dr SE, Huntsville, AL 35801",1000 Lowell Dr SE,Huntsville,AL,,forRent,3,1100,,1850,52,https://www.zillow.com/homedetails/1000-Lowell-Dr-SE-Huntsville-AL-35801/92111237_zpid/,,,2026-08-03T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"110 Olde Hearth Rd, New Market, AL 35761",110 Olde Hearth Rd,New Market,AL,,forRent,3,1143,,1707,23,https://www.zillow.com/homedetails/110-Olde-Hearth-Rd-New-Market-AL-35761/439505986_zpid/,,231850,2026-09-02T00:00:00.000Z,Listing removed,2026-09-01T00:00:00.000Z,Listed for rent,2026-07-06T00:00:00.000Z,Listed for sale,2026-07-01T00:00:00.000Z,Listing removed,2026-06-04T00:00:00.000Z,Listed for rent,2026-06-04T00:00:00.000Z,Listing removed,2026-03-23T00:00:00.000Z,Listed for rent,2025-01-04T00:00:00.000Z,Sold,2024-09-30T00:00:00.000Z,Listing removed,2024-08-24T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"161 NW Raspberry Way, Madison, AL 35757",161 NW Raspberry Way,Madison,AL,,forRent,3,1524,,1550,16,https://www.zillow.com/homedetails/161-NW-Raspberry-Way-Madison-AL-35757/463302031_zpid/,,,2026-09-08T00:00:00.000Z,Listed for rent,2026-06-19T00:00:00.000Z,Listing removed,2026-06-17T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12092 Meadow Place Ln, Madison, AL 35757",12092 Meadow Place Ln,Madison,AL,,forRent,2,1420,,1695,66,https://www.zillow.com/homedetails/12092-Meadow-Place-Ln-Madison-AL-35757/459344730_zpid/,,,2026-09-18T00:00:00.000Z,Price change,2026-09-15T00:00:00.000Z,Price change,2026-09-02T00:00:00.000Z,Price change,2026-08-24T00:00:00.000Z,Price change,2026-07-20T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2220 Viscount Dr NW, Huntsville, AL 35810",2220 Viscount Dr NW,Huntsville,AL,,forRent,4,1285,,1995,31,https://www.zillow.com/homedetails/2220-Viscount-Dr-NW-Huntsville-AL-35810/92079763_zpid/,,84500,2026-08-24T00:00:00.000Z,Listed for rent,2025-06-03T00:00:00.000Z,Listing removed,2025-05-16T00:00:00.000Z,Listed for rent,2024-04-19T00:00:00.000Z,Listing removed,2024-04-02T00:00:00.000Z,Pending sale,2024-03-30T00:00:00.000Z,Listed for sale,2023-11-13T00:00:00.000Z,Listing removed,2023-10-02T00:00:00.000Z,Price change,2023-09-20T00:00:00.000Z,Listed for sale,2023-08-31T00:00:00.000Z,Listing removed,2023-08-21T00:00:00.000Z,Listed for sale,2019-04-13T00:00:00.000Z,Sold,2008-10-02T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2522 Garden Park Dr NW, Huntsville, AL 35810",2522 Garden Park Dr NW,Huntsville,AL,,forRent,3,1437,,1800,20,https://www.zillow.com/homedetails/2522-Garden-Park-Dr-NW-Huntsville-AL-35810/92077297_zpid/,,240000,2026-09-04T00:00:00.000Z,Listed for rent,2023-12-28T00:00:00.000Z,Sold,2023-12-12T00:00:00.000Z,Pending sale,2023-12-11T00:00:00.000Z,Listed for sale,2023-09-14T00:00:00.000Z,Listing removed,2023-09-01T00:00:00.000Z,Listed for sale,2023-08-02T00:00:00.000Z,Pending sale,2023-07-31T00:00:00.000Z,Price change,2023-07-20T00:00:00.000Z,Price change,2023-07-13T00:00:00.000Z,Price change,2023-06-30T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"469 Sussex Dr SW, Huntsville, AL 35824",469 Sussex Dr SW,Huntsville,AL,,forRent,4,2675,,2200,7,https://www.zillow.com/homedetails/469-Sussex-Dr-SW-Huntsville-AL-35824/92095071_zpid/,,,2026-09-17T00:00:00.000Z,Listed for rent,2024-10-01T00:00:00.000Z,Listing removed,2024-09-27T00:00:00.000Z,Listed for rent,2021-03-24T00:00:00.000Z,Listing removed,2019-07-12T00:00:00.000Z,Listing removed,2019-07-05T00:00:00.000Z,Listed for rent,2018-07-22T00:00:00.000Z,Listing removed,2018-07-18T00:00:00.000Z,Listed for rent,2016-04-10T00:00:00.000Z,Listing removed,2016-02-08T00:00:00.000Z,Listed for rent,2015-05-03T00:00:00.000Z,Listing removed,2015-02-21T00:00:00.000Z,Listed for rent,2014-04-08T00:00:00.000Z,Listing removed,2014-02-17T00:00:00.000Z,Listed for rent,2012-10-18T00:00:00.000Z,Listing removed,2012-10-10T00:00:00.000Z,Listed for rent,2012-08-11T00:00:00.000Z,Listing removed,2012-02-15T00:00:00.000Z,Price change,2011-08-17T00:00:00.000Z,Listed for sale,2010-12-10T00:00:00.000Z,Listing removed,2010-09-07T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,
"507 Clift Dr, Madison, AL 35758",507 Clift Dr,Madison,AL,,forRent,3,1650,,1675,6,https://www.zillow.com/homedetails/507-Clift-Dr-Madison-AL-35758/92180982_zpid/,,215000,2026-09-18T00:00:00.000Z,Listed for rent,2025-09-04T00:00:00.000Z,Listing removed,2025-08-13T00:00:00.000Z,Price change,2025-07-18T00:00:00.000Z,Listed for rent,2025-03-14T00:00:00.000Z,Listing removed,2025-01-19T00:00:00.000Z,Price change,2025-01-17T00:00:00.000Z,Listed for rent,2024-12-19T00:00:00.000Z,Listing removed,2024-09-18T00:00:00.000Z,Listed for rent,2023-11-04T00:00:00.000Z,Listing removed,2023-09-08T00:00:00.000Z,Price change,2023-08-10T00:00:00.000Z,Price change,2023-07-10T00:00:00.000Z,Price change,2023-06-29T00:00:00.000Z,Listed for rent,2021-11-30T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199 Tanner Point Dr, New Market, AL 35761",199 Tanner Point Dr,New Market,AL,,forRent,2,768,,1250,6,https://www.zillow.com/homedetails/199-Tanner-Point-Dr-New-Market-AL-35761/92123729_zpid/,,120000,2026-09-19T00:00:00.000Z,Listed for rent,2023-09-27T00:00:00.000Z,Listing removed,2023-09-20T00:00:00.000Z,Listed for rent,2023-05-13T00:00:00.000Z,Listing removed,2023-05-07T00:00:00.000Z,Listed for rent,2022-03-02T00:00:00.000Z,Sold,2021-12-21T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"102 Daymark Dr, Madison, AL 35756",102 Daymark Dr,Madison,AL,,forRent,3,1874,,1995,21,https://www.zillow.com/homedetails/102-Daymark-Dr-Madison-AL-35756/305471037_zpid/,,221630,2026-09-03T00:00:00.000Z,Listed for rent,2023-06-05T00:00:00.000Z,Listing removed,2023-05-30T00:00:00.000Z,Listed for rent,2020-07-15T00:00:00.000Z,Listing removed,2020-07-09T00:00:00.000Z,Listed for rent,2020-06-29T00:00:00.000Z,Sold,2020-03-02T00:00:00.000Z,Listing removed,2020-01-26T00:00:00.000Z,Price change,2020-01-13T00:00:00.000Z,Listed for sale,2019-12-18T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8002 Greenwillow Ct SE, Huntsville, AL 35802",8002 Greenwillow Ct SE,Huntsville,AL,,forRent,4,2317,,1900,55,https://www.zillow.com/homedetails/8002-Greenwillow-Ct-SE-Huntsville-AL-35802/92162384_zpid/,,183038,2026-09-14T00:00:00.000Z,Price change,2026-09-02T00:00:00.000Z,Price change,2026-08-22T00:00:00.000Z,Price change,2026-08-04T00:00:00.000Z,Price change,2026-08-01T00:00:00.000Z,Listed for rent,2024-05-23T00:00:00.000Z,Listing removed,2024-05-03T00:00:00.000Z,Listed for rent,2019-10-03T00:00:00.000Z,Sold,2019-06-27T00:00:00.000Z,Price change,2019-05-21T00:00:00.000Z,Listed for sale,2010-06-14T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1004 Brighton Cir SE, Huntsville, AL 35803",1004 Brighton Cir SE,Huntsville,AL,,forRent,3,1750,,1875,23,https://www.zillow.com/homedetails/1004-Brighton-Cir-SE-Huntsville-AL-35803/92174228_zpid/,,225000,2026-09-01T00:00:00.000Z,Listed for rent,2023-10-09T00:00:00.000Z,Listing removed,2023-09-25T00:00:00.000Z,Listed for rent,2021-10-05T00:00:00.000Z,Sold,2018-12-14T00:00:00.000Z,Sold,2018-10-26T00:00:00.000Z,Price change,2018-09-28T00:00:00.000Z,Price change,2018-08-05T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"109 Oak Shade Dr, Madison, AL 35758",109 Oak Shade Dr,Madison,AL,,forRent,3,2210,,1995,8,https://www.zillow.com/homedetails/109-Oak-Shade-Dr-Madison-AL-35758/92143496_zpid/,,230000,2026-09-16T00:00:00.000Z,Listed for rent,2024-06-28T00:00:00.000Z,Listing removed,2024-06-07T00:00:00.000Z,Listed for rent,2023-12-11T00:00:00.000Z,Listing removed,2023-12-07T00:00:00.000Z,Listed for rent,2019-10-14T00:00:00.000Z,Sold,2019-09-14T00:00:00.000Z,Listed for sale,2019-09-14T00:00:00.000Z,Pending sale,2019-08-30T00:00:00.000Z,Listed for sale,2008-06-25T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"116 Shrewsberry Dr, New Market, AL 35761",116 Shrewsberry Dr,New Market,AL,,forRent,4,1934,,1850,13,https://www.zillow.com/homedetails/116-Shrewsberry-Dr-New-Market-AL-35761/2085179701_zpid/,,185000,2026-09-11T00:00:00.000Z,Listed for rent,2019-05-29T00:00:00.000Z,Listing removed,2019-05-16T00:00:00.000Z,Price change,2019-05-08T00:00:00.000Z,Listing removed,2019-05-01T00:00:00.000Z,Listed for sale,2019-03-29T00:00:00.000Z,Listed for rent,2019-03-21T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
